"","dsample","diff_CV_AOI_RMSE_rand","diff_CV_AOI_MAE_rand","diff_CV_AOI_R2_rand","diff_CV_AOA_RMSE_rand","diff_CV_AOA_MAE_rand","diff_CV_AOA_R2_rand","diff_calAOA_RMSE_rand","RMSE_caoa_rand","n_predictors_rand","xy_as_predictor_rand","improvement_rmse_rand","improvement_aoa_rand","in_AOA_rand","in_AOA_wo_rand","diff_CV_AOI_RMSE_spat","diff_CV_AOI_MAE_spat","diff_CV_AOI_R2_spat","diff_CV_AOA_RMSE_spat","diff_CV_AOA_MAE_spat","diff_CV_AOA_R2_spat","diff_calAOA_RMSE_spat","RMSE_caoa_spat","n_predictors_spat","xy_as_predictor_spat","improvement_rmse_spat","improvement_aoa_spat","in_AOA_spat","in_AOA_wo_spat","diff_CV_AOI_RMSE_kndm","diff_CV_AOI_MAE_kndm","diff_CV_AOI_R2_kndm","diff_CV_AOA_RMSE_kndm","diff_CV_AOA_MAE_kndm","diff_CV_AOA_R2_kndm","diff_calAOA_RMSE_kndm","RMSE_caoa_kndm","n_predictors_kndm","xy_as_predictor_kndm","improvement_rmse_kndm","improvement_aoa_kndm","in_AOA_kndm","in_AOA_wo_kndm","diff_CV_AOI_RMSE_nndm","diff_CV_AOI_MAE_nndm","diff_CV_AOI_R2_nndm","diff_CV_AOA_RMSE_nndm","diff_CV_AOA_MAE_nndm","diff_CV_AOA_R2_nndm","diff_calAOA_RMSE_nndm","RMSE_caoa_nndm","n_predictors_nndm","xy_as_predictor_nndm","improvement_rmse_nndm","improvement_aoa_nndm","in_AOA_nndm","in_AOA_wo_nndm"
"49","wclust",-0.0345318443505964,-0.0266725047240756,0.108197469736246,-0.0220443167733889,-0.0185030291363883,0.10064082132891,-0.0256571957767194,0.0736506807624052,9,"yes",-2.98311538499993,-2.66739997250103,92.6166593981683,95.1548190143916,0.0398676566990778,0.0339813598818697,-0.198561312999952,0.0411132541227264,0.0350183739571663,-0.192091029583563,0.00860891453641852,0.119432740062698,5,"no",0.601535052186952,0.83696910337458,98.7788922808548,97.9590056694287,-0.00312601571833994,-0.000946540304509955,0.0243997562708071,0.00336106837812412,0.00354459766316388,0.0286858612501,-0.0172373328618448,0.0889585737308484,7,"yes",1.28860343139579,-0.689223057644102,96.7727867422591,97.4443959877889,-0.0190950293970837,-0.0160203317363288,0.0775156089934458,-0.0116426669338516,-0.0106845304047577,0.0773468864718324,-0.0183481553722326,0.0957689572174985,6,"yes",-10.2316769042346,-0.247202121443667,96.7902311382468,97.0300915830789
"50","sclust",-0.0804885408602607,-0.0633457638378257,0.146790826256444,-0.00388721058756299,-0.00845365053890898,0.0132421267421049,0.00147403375020325,0.0705022431310113,7,"yes",-5.47315016754971,-13.8459283148868,51.2603576101177,59.4984736153511,-0.0319644133292412,-0.0173428445087389,0.0627921067830075,-0.016553607928352,-0.00593367401505347,0.0533404377299641,-0.0286660491625433,0.105063379758187,2,"yes",-4.03047207644299,2.03609895244185,90.4797208896642,88.674225904928,-0.0288370245521941,-0.0232194747373167,0.0128275301266351,-0.00946987966489457,-0.0116046598211966,-0.0390905728850237,-0.0208451268593654,0.115567718504743,3,"yes",-5.13853751615715,4.17209279891959,94.1910161360663,90.4186655037069,-0.018809099820251,-0.0203441743611448,-0.0198836491145205,-0.00816142318491379,-0.0107836199193141,0.042897506047141,-0.0254339087739669,0.100802648921401,3,"no",3.37026995935581,-3.57951329937746,89.1626689925861,92.4727431312691
"51","sregular",0.0007245297759053,0.00433437638568009,-0.0259754424037183,0.00135107425199184,0.00501601457982387,-0.0223546517679942,-0.0131582842112396,0.0757213197891984,7,"yes",-8.55183169653106,-0.158478605388283,98.9097252507632,99.0667248146533,0.0347554488757423,0.0312589346103659,-0.177655829250932,0.0351263023604344,0.0315176785578113,-0.17760533390311,-0.0035863000656291,0.0835671131575615,6,"yes",1.72769226187895,-0.017478697837017,99.7863061491496,99.8037505451374,0.010877687137449,0.00804993297769065,-0.0441816184135265,0.0114977774593906,0.00870614014364152,-0.041534542115174,-0.00639920652720273,0.0720146961280691,10,"yes",6.1109188311776,0.0663863686656383,98.6044483209769,98.5390318360227,0.0066413255802498,0.00580950944631212,-0.0403133759016983,0.0072555808286882,0.00646345223171318,-0.0373459925756602,-0.00965566162694231,0.0729008289050753,10,"yes",-1.66243607633852,0.883534136546184,98.595726122983,97.7322285215874
"52","wregular",-0.00859739581124315,-0.00729932616656948,0.0145206267802895,-0.00562369484789599,-0.00455243554672247,0.025756899677981,-0.0166486597921715,0.0847899197872713,4,"no",-9.88722749363386,-0.135025654874435,96.7640645442652,96.8948975141736,0.00584692416071519,0.00710196607828546,-0.0576585171555604,0.00892455561593181,0.00998417294217431,-0.048826564773675,-0.011063152328317,0.0946838862085489,4,"no",-13.1716712220466,-0.527280039322589,97.0824247710423,97.5970344526821,-0.00651918497307506,-0.00699047664059227,-0.00675946148720952,-0.00375050013843337,-0.00460498925581429,-0.000702875760430932,-0.0184828057394703,0.0755514089055589,7,"yes",2.29685324743033,0.3003272221973,97.5839511556912,97.2917575228958,-0.00560716831918805,-0.00406405205320232,-0.00643225110476975,-0.000375334704893468,0.000187491535797946,-0.000366727800673483,-0.0106398309509396,0.076228552253941,6,"yes",3.02868517732058,-0.0548872524356254,95.2943741822939,95.3467073702573
"53","random",-0.0128949723767141,-0.0109098755567976,0.0547034767557492,-0.00795397381059906,-0.00780437441665877,0.0449850412810587,-0.0168866959979365,0.0742478967064017,9,"no",1.72962077582746,-0.196859200930615,97.2830353249019,97.4749236807676,0.00956447969551619,0.0111597476697719,-0.00874904556436507,0.0110087867519685,0.01218183318234,-0.00992663540186656,-0.0183255096916612,0.0759529063600845,8,"no",-0.961162208441509,-0.485776805251644,99.1670300915831,99.6511120802442,-0.0149345633165695,-0.0108267984837544,0.0603107416268144,-0.011248084179752,-0.00805562378674736,0.0593322617292316,-0.0206604572458197,0.0694811642921349,10,"yes",6.1901575425617,0.496412292973508,97.1173135630179,96.6375926733537,-0.00496709295920673,-0.00576505932950457,0.022112021542557,-0.000506009128197829,-0.00279694903674665,0.0145004735089721,-0.0116255681047436,0.0754216339869603,9,"no",6.96355270332703,-1.11273662277786,97.2786742259049,98.3733100741387
"54","wclust",-0.0452973783566177,-0.0319738140041931,0.0984175590597858,-0.024480068734783,-0.0175142998709416,0.0709903276567273,-0.0275349866630511,0.0691033812601242,6,"yes",0.597190665983953,-4.19057722910739,86.6463148713476,90.4361098996947,-0.00727990459799874,-3.941720429744e-05,-0.119533493410598,-0.00547719589664244,0.00198976040946838,-0.10288640563577,-0.0212526260918788,0.112924072872325,2,"no",-13.1024036297899,-1.47528783434749,98.1508940252944,99.6205843872656,-0.0329310083148517,-0.0231918775915834,0.0487150636303678,-0.0291580028071966,-0.0198763740732387,0.0607696700029655,-0.0348323360778549,0.0794530622841057,6,"no",2.37273584791539,3.72843628269336,97.5490623637156,94.0427387701701,-0.0317823281111027,-0.0269868639727851,0.0215860300293309,-0.0233598221237945,-0.0201428256154983,0.0321557549958882,-0.0317187675123046,0.0824991678148894,4,"yes",-1.17775590139792,2.04773337099279,94.5399040558221,92.64282599215
"55","sclust",-0.0540778042238209,-0.0457703225556445,0.186552289324135,-0.032203013949678,-0.0277076820301462,0.149275236192289,-0.0175352508057493,0.0853841775815408,7,"yes",5.26498438654956,9.96884735202491,67.7365896205844,61.5961622328827,-0.0225708094284921,-0.0219831614916143,0.12162746106945,-0.0216489763887457,-0.0203704990110239,0.14040381978663,-0.0272313145109862,0.111126386961091,5,"no",-0.835835738153693,18.4463323893609,93.0266027038814,78.5390318360227,0.00269341739036832,0.00615106369232597,0.00229828520789865,0.00393538389429576,0.00840519938466294,0.0150730482422753,-0.00955159574865659,0.122558248040552,3,"no",0.0622466797207507,3.72337542680615,83.4627126035761,80.4666375926734,-0.00596439175935123,-0.0102937128306683,0.03889905603794,-0.00423331873177812,-0.00772796610277766,0.0462676104086216,-0.0144789175349303,0.118766986352665,3,"no",11.4364043145107,-0.33623417721519,87.9023113824684,88.1988661142608
"56","sregular",-0.00402331636264387,0.00433223470967663,0.0146454605225356,0.000508719783644626,0.0071612226006242,0.00977815089568757,-0.00855549601048188,0.075111521372296,7,"no",0.742544305837637,-1.81657066902968,96.6419537723506,98.430004361099,0.0124874905599612,0.0223708721058422,-0.0396759916984605,0.0129508230656787,0.0229447906884103,-0.0371098841040025,-0.00157356212106949,0.101517073577938,5,"no",-15.6201474158,-0.394252672156997,99.1626689925861,99.5551679023114,-0.00666108760982588,0.00270028667750556,0.0262104155278257,-0.00435000239753829,0.00451635537687432,0.0267549449322458,-0.0162644782670928,0.0733817426775687,9,"no",-2.44452690014686,0.191179085897211,98.2773658962059,98.0898386393371,-0.00936715919246883,-0.00420699728858381,0.0380454315601843,-0.00876531742262457,-0.00335229134782873,0.0445564335662257,-0.0158450167900261,0.0904802265702932,3,"no",-19.5709876226029,0.197167951245751,97.5141735717401,97.3222852158744
"57","wregular",-0.00703856717201734,-0.00420600078356999,0.0212380930526225,-0.00422684331763895,-0.00159635989779336,0.0253171135958977,-0.0154064902316342,0.0747464223616071,8,"no",6.32853814037727,-3.1259740838046,94.875708678587,97.937200174444,-0.00164987135539815,0.00310329801109496,-0.0227206481439829,9.19127231514549e-05,0.00480033375002237,-0.0184408869759859,-0.0123930498587759,0.0939255600385575,4,"no",-10.1753852313395,-2.54069946026591,96.860008722198,99.3850850414304,-0.00641874079384354,-0.00400227369298693,0.00117976271555553,-0.00218121165210487,-0.00050304760733258,0.00299843866717031,-0.0150834439664274,0.0754481835752392,7,"yes",3.78731184778718,-2.80742667503811,94.5137374618404,97.2437854339293,-0.0286426255926333,-0.0180597092505913,0.111872522233785,-0.0286494611484192,-0.0175674020176892,0.127680405350582,-0.0346903522822773,0.0951756407398233,2,"no",-33.2728797559003,-0.865397417121568,97.4182293938072,98.268643698212
"58","random",-0.0117899075818118,-0.011799865298384,0.0116444185791706,-0.0040112766087092,-0.00651437879801989,-0.0182302125064998,-0.0174958351837979,0.0872833355836101,4,"no",-20.5137614257012,-3.63491993471259,95.2682075883123,98.8617531617968,0.0258178480022468,0.0175560174396754,-0.202148306213799,0.0273913276466315,0.0186413240779472,-0.203508987566504,0.00399230846943212,0.112930750891163,3,"no",-10.8966990719703,-0.144914807658523,99.1670300915831,99.3109463584823,-0.00705220031377989,-0.00803745834510662,-0.00129796763678824,-0.00256635667479896,-0.00501690852683333,-0.00706215848782787,-0.0202194271974679,0.0783952815590172,7,"no",-5.83410330290096,-1.04231349241551,97.3004797208897,98.3253379851723,-0.00769886286256306,-0.00991852854206342,-0.00966878638177393,-0.00282148726910447,-0.00659473977605833,-0.0154321243896044,-0.0204664780262267,0.0762688281283572,8,"no",-3.78974835866698,-0.859611615891682,97.0737025730484,97.9153946794592
"59","wclust",-0.0207777804945199,-0.0173792267247827,0.0339038464959587,-0.00453799339112763,-0.0063646071890851,0.0272402950792157,-0.0137801013481575,0.079733387574138,7,"yes",8.92127225715914,-2.4390243902439,91.408634976014,93.6938508504143,0.00415501571574103,0.01102043103467,-0.0542388520141219,0.0117701951337905,0.0149629638479821,-0.0709032001232017,-0.0117419625576244,0.097591963870027,3,"yes",-3.56423754508132,0.721764312764539,98.591365023986,97.8848669864806,-0.00491267726463317,-0.000789504594445087,0.00474829394230425,0.00992098015938445,0.00853397953795572,-0.0199137679693723,-0.00655913355546366,0.0959180902207642,4,"yes",-8.04223765737026,0.866849979027834,94.3872655909289,93.5761011774967,-0.00209074146775237,-0.00155172829596104,-0.0226513857740015,0.00645089515402784,0.00425242286278746,-0.0312358977320382,-0.000777317390063606,0.0979849521352449,4,"yes",3.51157874385241,1.35472535601997,95.5996511120802,94.3218491059747
"60","sclust",-0.060736337770521,-0.0430418875603691,0.22817506921266,-0.0386021870521504,-0.0277501924285853,0.195607418003922,-0.0374380489167551,0.0688864670633423,6,"no",-7.01944316482476,3.66694237661979,81.9886611426079,79.088530309638,-0.0301678540595487,-0.0145989452331261,0.142305359976498,-0.0205246551411846,-0.00766795529301835,0.129217060821772,-0.0329043652306101,0.0909652906514109,7,"no",-7.2617157817675,-1.61231051906293,93.4103794156127,94.9411251635412,-0.0529764995305363,-0.027830635476844,0.267564951819899,-0.0499073317082808,-0.0250969311668228,0.273435249511235,-0.0727262185509566,0.0912626167898774,2,"no",-38.4855105021419,4.55443681189423,96.9123419101614,92.6907980811164,-0.04485924012896,-0.0314344859174256,0.197687172530564,-0.0369479040817625,-0.0264007682268081,0.19918623967216,-0.0544829887253732,0.0848737338504459,3,"no",-20.2883152827505,-0.474948780033511,93.2141299607501,93.6589620584387
"61","sregular",-0.0161037579920696,-0.0124468062145878,0.00795082774442402,-0.00780302432236607,-0.0069978849238474,0.00194899743921839,-0.0212306875021491,0.0811440487714016,4,"yes",-14.6617537452711,-1.90642021609072,95.8177060619276,97.6798953336241,-0.000786657521501949,0.00443406914072023,-0.0453150225452554,0.00109066708400901,0.00578327958988786,-0.0440312070717422,-0.0317660439869422,0.0704808539524259,7,"no",-2.9305649393782,-0.868388898586145,99.0710859136502,99.9389446140427,-0.00845979139976183,-0.00528500413268708,-0.0239348634484744,-0.00661614781402112,-0.00376209257347268,-0.0195038616841584,-0.0214876345516152,0.0763812048337705,8,"yes",-1.05097766101328,0.417610733484402,98.5739206279983,98.1639773222852,-0.0143581542121153,-0.0083913131324081,-0.0036805386226203,-0.0093013231046076,-0.00500357107203044,-0.00525492241796843,-0.0210680331281254,0.0761870008046207,7,"yes",-4.35761878278381,-0.244411856196958,97.8979502834714,98.1378107283035
"62","wregular",-0.010059218194172,-0.00465606771403684,0.0331759312914698,-0.000446932772751055,0.00271178648751318,0.0226952868447912,-0.0143945585870097,0.0859612065397978,4,"no",-12.78995943473,-4.50843384218256,93.5717400784998,97.9895333624073,-0.00429223991125911,0.00693289542733869,0.0268955550622489,-0.00307372820371418,0.00798263568204487,0.0280265452978339,-0.00901379815482016,0.102244481898005,4,"no",-16.0799975394046,0.269101817540153,99.1234191016136,98.8573920627998,-0.00956235740174959,-0.00450629890625161,0.0209314706716909,-0.00479804720287788,-0.0012275026954271,0.0103532512279534,-0.0141437775058459,0.0775181547561063,9,"yes",3.9697286261794,0.645773121387291,97.1958133449629,96.5721761883995,-0.0106911960931016,-0.00675968322391093,0.0224329504429115,-0.00215335339358493,-0.00128450641749818,0.000232801423678985,-0.0154684357278382,0.0783592593269695,7,"yes",-3.27486674885387,-1.46618389879756,96.1317051897078,97.5621456607065
"63","random",0.00237442204171306,-0.00184243103957722,-0.00768834180972433,0.0047604120304896,0.00039176236525465,-0.00277507600697868,-0.00995186299221243,0.0769005798235199,6,"yes",-3.59063818962599,-4.14657666345227,95.368512865242,99.4941125163541,0.0136636001846469,0.0139231365474316,-0.0600949694572387,0.0138502128085474,0.0141313513820852,-0.0594077725087329,-0.00651737792409299,0.0893937019950524,5,"no",-12.3893655756771,-0.223458791569922,99.3109463584823,99.5333624073266,-0.00526017031485568,-0.00544179144556521,0.0163736019114008,-0.00474318427021653,-0.00463666734890759,0.0217758124951494,-0.0110858984839503,0.0831343914349343,6,"no",-12.7868837905227,-1.83631331546808,97.4487570867859,99.2716964675098,0.00139084829384122,-0.000267354767474554,-0.000403065321902707,0.00200448997525488,0.000554140953658869,0.00498470662099626,-0.00306605124626126,0.0854682308250553,6,"no",-2.10806858857211,-2.12111896710728,97.2001744439599,99.3065852594854
"64","wclust",-0.0509237144582499,-0.0389649810959496,0.175924879978628,-0.0264364682933475,-0.0226557807157635,0.110360720417616,-0.0309414303436136,0.0746705989629313,4,"no",-10.7345932817659,9.51059815780711,86.0706498037505,78.595726122983,-0.0372620055135158,-0.0170174631662944,0.151903432409847,-0.022029076525117,-0.00798285659004704,0.120344293310869,-0.0441802412569236,0.0738323945971413,6,"no",-13.167750928293,2.97619047619048,92.7998255560401,90.1177496729176,-0.0699695168953049,-0.0353124468577112,0.303499712289659,-0.0400020051276433,-0.0188755204344936,0.245007670355523,-0.056412396091481,0.0736467901008975,4,"no",-38.0766188474569,2.0812476948206,84.4919319668556,82.7692978630615,-0.0314369647305336,-0.0224289122823859,0.0784611533291869,-0.0222358472875848,-0.0141433299072935,0.0818807702879201,-0.0294104719968274,0.0853602065365733,4,"no",-4.99659041794994,10.4370903970102,88.922808547754,80.5189707806367
"65","sclust",-0.0863868092238875,-0.0585512613900122,0.313040570496222,-0.0290753144596717,-0.0204242569911536,0.111518128233856,-0.0251462082958585,0.0578038281723123,6,"no",-28.5159264418525,16.0095320623917,70.0610553859573,60.3924989097253,0.00251017097913075,0.010733564887078,0.0588096036235009,0.00644083243373028,0.0146624319092704,0.0736435653754991,-0.0247476122178896,0.10537100375701,3,"no",-15.6422252710575,-5.59006211180125,93.467073702573,99.0013083296991,0.0352767675749015,0.0485749474831037,-0.027453356817903,0.0385883800206784,0.0510268212955403,-0.0248569096333017,-0.0120088682486127,0.104128452066137,5,"no",-1.9962819961036,-2.46913580246911,96.8120366332316,99.2629742695159,-0.000821019167499465,0.00595976447017441,0.0863241480928478,0.00450808206893918,0.0100162040462938,0.0806276432330475,-0.0195985823820174,0.104101108619733,6,"yes",-15.0516681451481,-4.42462322597653,94.8626253815962,99.254252071522
"66","sregular",-0.00710607067341842,-0.00378033355473471,-0.0128906019129268,-0.00152906158890541,0.000500775553652785,-0.0106999077939611,-0.0210380310804236,0.070042038715969,10,"no",4.59968698166484,-0.724966017217951,95.5516790231138,96.2494548626254,0.00828739998634097,0.01329409200455,-0.0893077945529323,0.013679174645766,0.0175876871733457,-0.0857156277096729,-0.0111204328383746,0.0805369250873834,6,"yes",7.20353899392965,-3.16752174882891,94.6576537287396,97.7540340165722,-0.00593648667053072,-0.00596158988995604,-0.0198536004451308,-0.00429336442570244,-0.0043159605498834,-0.00813741199574891,-0.0222599802148601,0.0835850842639117,4,"no",-2.07540094881432,1.63181818181818,97.5098124727431,95.9441779328391,-0.00302174026563973,-0.00419017755333265,-0.0390613983122975,-0.00101693116490345,-0.0023197223838326,-0.0295993880536852,-0.0175003371689403,0.086781396041466,4,"no",-4.32026821465939,1.88490256783828,97.5926733536851,95.787178368949
"67","wregular",-0.00534888737343815,-0.00900532791369654,-0.0196505334324961,-0.00487589959388636,-0.00841673046051072,-0.014487488869503,-0.0211732155226725,0.0744855876796492,6,"yes",0.0997290805903285,0.475386529234047,98.6262538159616,98.1596162232883,-0.0092438754198579,-0.0120027351270768,0.000857239078115302,-0.00919315616059331,-0.0114920644141624,0.0162363934307403,-0.048013305867429,0.0774127150926932,2,"no",-32.8328813436614,-1.19516679800368,98.425643262102,99.6162232882686,0.000358947060365558,-0.00398319903981116,-0.0303660104166951,0.000918114235434642,-0.00340020575055124,-0.0274662447768257,-0.0173961702211504,0.0743400059383837,7,"yes",5.44633752997619,0.132643586682578,98.7658089838639,98.6349760139555,-0.0245159920045323,-0.0259721014108239,0.0709182580103637,-0.0243723982529037,-0.0254687263414675,0.0858697398756392,-0.0323093995798031,0.0915683077158624,2,"no",-29.3967468588211,0.151670607128533,97.9110335804623,97.7627562145661
"68","random",-0.00129924822422041,-0.001115306902731,0.000229000943145707,-0.00111776926049133,-0.000891788919340442,0.00140017474554965,-0.016979142088151,0.0759805093399786,11,"yes",12.031015783484,-0.0612825563580644,99.5682511993022,99.6293065852595,0.0209126278121083,0.0212958283495218,-0.110755097220399,0.0209376315399379,0.0213350294848808,-0.110286548397547,-0.0022191937436887,0.110047809813638,5,"no",-4.13429605496566,9893.45835150458,99.9345835150458,1,-0.000927684043115676,-0.000226687684167781,0.00614492963040358,-0.000676315241652042,0.000119227482017426,0.00811551399977295,-0.0172583254669689,0.0870533608598309,7,"yes",1.23301276371139,-0.586253664085405,99.0972525076319,99.6816397732229,0.00327110364764517,0.000565572817079335,-0.027055915586264,0.00366173297146298,0.000881319893431376,-0.0270153325767319,-0.0173187070667679,0.0770440225140493,6,"yes",11.1737052286461,0.153320483616602,99.7078063672045,99.5551679023114
"69","wclust",-0.0264198055768608,-0.0215688871968055,0.105253079541808,-0.0235396051469316,-0.019238646021903,0.114443036665029,-0.0228944964662027,0.0831775335311778,3,"yes",-1.97559562089433,4.04073742279221,96.2320104666376,92.4945486262538,0.03211121186621,0.028513000114319,-0.101571839680383,0.0323540006283988,0.0290082197275827,-0.0934239222731541,-0.0081103319582216,0.104050038998352,3,"no",-8.60529992825606,-0.480981378519114,98.3558656781509,98.8312254688181,-0.00188095447895736,-0.00633796691559028,0.0578348070228827,0.00309460894125725,-0.00271593400786548,0.0664214986515749,-0.0154339003398185,0.0788203948365945,5,"no",-0.182164472738106,-2.29615313822934,92.5992150021805,94.7754034016572,-0.00196220973113068,-0.00576183554231968,0.0410611967560571,-0.00110399239627368,-0.00479652096889881,0.0641308141985527,-0.0201886921436259,0.0856075843295535,4,"no",-4.25537350383118,0.557672646156712,94.3654600959442,93.8421282163105
"70","sclust",-0.0424550306463813,-0.0308293560376663,0.148755879903373,-0.0266974945006255,-0.0184318513395809,0.121669909577188,-0.0241119318206645,0.0678222134329664,7,"yes",-8.83395529993855,-12.9959357460809,78.4212821631051,90.1351940689054,0.0425173700373683,0.0344147647040311,-0.0824630478008895,0.0445811102171806,0.0363378551886496,-0.0811004942190137,0.00874360997178053,0.124906025030787,3,"no",15.1229952162363,-0.900980478756309,97.854339293502,98.7440034888792,0.00969469428008657,0.00663974448943391,0.0674435590600964,0.0179273326229878,0.0127257142602864,0.0531423687175668,-0.00890546520793289,0.120509504308156,5,"yes",1.8000585648449,-2.21075574929942,95.8744003488879,98.0418665503707,0.019873223733703,0.00924594300163949,-0.0176021846119686,0.0246512652918736,0.0130249830549681,-0.0130554185425293,0.00443568941113813,0.109350021473259,6,"no",-4.76520927463396,-2.91572360537878,95.4034016572176,98.268643698212
"71","sregular",-0.0132547222746179,-0.00698282639074767,0.0460765197880932,-0.00908872993073132,-0.00434074632588939,0.0366260090484566,-0.0213132474080492,0.0702071188241018,6,"yes",2.07180324692202,-1.75149300294144,96.1404273877017,97.854339293502,0.00745935630340581,0.0116809370665628,-0.0423435208487648,0.00750487048044716,0.0117364353736733,-0.0422119876074608,-0.0143797452533863,0.0932468390865593,4,"yes",-0.779557192574636,0.504430213176589,99.9258613170519,99.424334932403,-0.00692418860889192,-0.00283701086570959,0.0280770452126387,-0.00374181296329303,-0.00084824102311401,0.0204330980674547,-0.0204893892060794,0.0704625545837461,6,"yes",3.49207522366966,-0.241071428571444,97.4531181857828,97.688617531618,-0.0173035025723493,-0.0103202135699155,0.0574110201605074,-0.0115984896752225,-0.00690740118932978,0.0457593199206726,-0.0272429257792275,0.0697232909953612,4,"yes",-6.03331109170902,-1.97190831312623,93.4409071085914,95.3205407762756
"72","wregular",-0.0236231359738191,-0.0184778880009962,0.0195422352140382,-0.0192324331104409,-0.0150155771053094,0.0181278753217357,-0.0261523507644298,0.0840226040997043,4,"yes",-17.3071375581655,0.216041047799066,97.104230266027,96.8948975141736,-0.0216741212454428,-0.0123665834673476,0.0232988378332689,-0.0189735017647593,-0.010607277160429,0.0189048080296517,-0.0297239089824811,0.0981323911179008,3,"no",-23.320296579058,-0.585869185029721,99.1626689925861,99.7470562581771,-0.0237384189017612,-0.0121451929871395,0.0371211458452947,-0.0202149851660434,-0.00913010856406439,0.0434653165681375,-0.0256446677477566,0.0798935185895827,6,"no",-5.92229417008283,-0.271419524111104,96.1447884866986,96.4064544265155,-0.0180773697242175,-0.0119834337051428,-0.00338849403139385,-0.0121668266709638,-0.00721882300648485,0.00217165330644953,-0.0212958400098673,0.0719688718247318,9,"yes",6.36524419333357,0.776124919153659,95.1330135194069,94.4003488879198
"73","random",-0.00626944826847214,-0.00324183406912396,0.0153396732008469,0.00297540922161479,0.00333697396265173,-0.00361048418865495,-0.00896311291551516,0.0750872735828457,6,"no",-1.23832342312294,-3.81679389312976,91.2167466201483,94.8364587876145,0.0159115203818236,0.016356560250772,-0.0751661206381704,0.0220275969221325,0.0195865036377055,-0.0870085744937625,-0.02340611732643,0.0649071061367985,7,"yes",-2.86532542084789,0.481433602282354,98.3035324901875,97.8325337985172,-0.0109205644706837,-0.00574239147542642,0.0332053950410106,-0.00405588026683167,-0.00119049327676593,0.0218455735757841,-0.0122412556821642,0.0777888741107557,7,"no",-3.31673336886899,-0.833409235813821,94.9629306585259,95.7610117749673,-0.00746574782919361,-0.00482259357896736,0.0223452203397835,0.00317907461136126,0.00246597965286467,0.00599376347502356,-0.00869678544620771,0.0783772138528484,6,"no",-2.9216707644802,-6.22932995061841,90.2660270388138,96.2625381596162
"74","wclust",-0.0360801574410844,-0.0243140688673659,0.105405960639939,-0.0198903441933534,-0.0152261173777275,0.0685903318670038,-0.0246758646814152,0.0683505573626069,9,"no",-4.81626957465575,-2.48114700679639,91.3606628870475,93.6851286524204,0.00615851877861005,0.00325937616922994,-0.0763320418749099,0.00622448513497585,0.00336644797821117,-0.0749503491200249,-0.0268121760029719,0.0820068914281121,8,"no",5.05425569988308,-0.187650010909887,99.7470562581771,99.9345835150458,-0.0151522083843686,-0.0103700608331752,0.0314409410694897,-0.00818010190241708,-0.00555600754300833,0.0283696096526508,-0.0338997979315704,0.0666184903182307,10,"no",-4.73000511670036,-4.19673292310416,94.378543392935,98.512865242041,-0.0233076832327598,-0.0194707247912907,0.0565459981234869,-0.0173664624152162,-0.0142604418136472,0.0680801825902848,-0.0344218678931918,0.0703857359565876,7,"no",-8.14280810560903,-2.35240483245954,93.4103794156127,95.6607064980375
"75","sclust",-0.0495569861129106,-0.0420620975265262,0.179932533741975,-0.0327633304156373,-0.0309928374526832,0.144429701269924,-0.0276341078987599,0.0723367636922584,6,"yes",-2.82496893379341,18.1119783664188,83.8116005233319,70.9594417793284,0.0290896033566648,0.00915360603439386,-0.0584485226952789,0.0290896033566648,0.00915360603439386,-0.0584485226952789,-0.0338998416427181,0.0994701393203044,6,"yes",-16.9653269229822,0,1,1,0.0107324022634678,0.00309680059780564,0.00990605745675555,0.0128122654735643,0.00459633224538174,0.00725414330059215,-0.0412638910333679,0.0707397768409988,7,"no",1.09047962502522,-0.795315504282472,99.005669428696,99.7993894461404,0.00678025284192854,-0.0025049327390292,0.00315178118527359,0.0071727515712748,-0.00215509136309079,0.00402244526516393,-0.0236076518582697,0.0852521091091259,7,"no",5.61408690774871,-0.331457978978584,99.6641953772351,99.995638901003
"76","sregular",0.00523827058017191,0.00318328440110002,-0.0207504927280652,0.00746854891891517,0.00491290889509645,-0.0179951155490512,-0.0134057792701841,0.0658644914483275,7,"yes",2.79816787185354,-1.29032258064517,98.0854775403402,99.3676406454427,0.0175613245279126,0.019393040021136,-0.068513633249899,0.0181855638038633,0.0198411081515192,-0.0682020376680379,0.00954430745925187,0.106320888897445,6,"no",-18.3775737364487,0.179690581583914,99.6860008722198,99.507195813345,0.00296802395939813,0.00478346660344796,-0.0014798426604582,0.00405710837251615,0.00567020756623861,0.000535332771594565,-0.0150073861377242,0.0751985156363525,7,"no",-5.07086751095757,-0.211146791008665,98.9315307457479,99.1408634976014,0.000196768448340268,0.000960355313306543,-0.0112817461228331,0.00540636589561311,0.00423293985805143,-0.0151682004671504,-0.00691394966501167,0.0839284581640472,4,"yes",-9.41435898346422,-1.38552892016715,97.7758395115569,99.1495856955953
