dsample,RMSE_rand,MAE_rand,R2_rand,RMSE_surf,MAE_surf,R2_surf,RMSE_spatial,MAE_spatial,R2_spatial,RMSE_kndm,MAE_kndm,R2_kndm,RMSE_nndm,MAE_nndm,R2_nndm,time_kndm_mod,time_nndm_mod,time_kndm_alg,time_nndm_alg
sregular,0.10024240138655738,0.07613960592898807,0.8197277038502312,0.09068529663902546,0.06785613464732687,0.8868088009452815,0.143992535395771,0.10943251327720935,0.5778775451350415,0.1026724036591407,0.07794673112133658,0.80636716743082,0.098758519338523,0.07497417248565616,0.8294233741313435,0.14400000000000546,0.5779999999999745,0.005999999999858119,0.041999999999916326
wregular,0.0928053561614742,0.07222425411838415,0.8636108822995949,0.0838787904330704,0.06542091249245156,0.9038491023758517,0.12415621436089443,0.09694563862882555,0.736877924664323,0.09721116117287959,0.0753316456396257,0.8568909495008328,0.09237532786024964,0.07097407617969129,0.8691880514385382,0.1449999999999818,0.5070000000000618,0.0060000000000854925,0.041999999999916326
random,0.09059417843932488,0.06917697281170948,0.8682758529905795,0.09776193472486262,0.07153010438548575,0.8463807944038445,0.14436140270568934,0.11415263688164448,0.6258350675760809,0.08866374377543783,0.06706767505749439,0.8741404931561162,0.09045879315330652,0.06855457255616784,0.8748005753539551,0.14400000000000546,0.5070000000000618,0.005999999999858119,0.04500000000007276
wclust,0.08957634985617471,0.0662598663320074,0.894749048403919,0.1266147242587043,0.083119992785088,0.7324774363249498,0.182396321063118,0.14279000097751388,0.4929795121019483,0.09912169264735401,0.07524793336969571,0.8677887855871207,0.11859943192187454,0.08822572326303695,0.8003543375765698,0.14699999999993452,0.5180000000000291,0.26900000000000546,0.06700000000000728
sclust,0.061917022380801254,0.046007656712163884,0.9280903191064823,0.14374292560321222,0.10588454504737296,0.6614145366489013,0.12109381873037496,0.1025309201865949,0.7539660526605503,0.10480618152972966,0.08449362300375562,0.7768221239209765,0.09206518551259449,0.06984177127943636,0.8382293609000122,0.14599999999995816,0.4780000000000655,0.26700000000005275,0.1410000000000764
sregular,0.09516214952165757,0.07619154561322727,0.8618863834914964,0.07949615882877056,0.06267694715508845,0.9027530310161342,0.14091232766216577,0.10950531449524976,0.6685450368802954,0.10061251292778775,0.08031370386301988,0.8417309827439021,0.10047685441313228,0.0797035373537706,0.84384639155882335,0.14400000000000546,0.4880000000000564,0.005000000000109139,0.04300000000012005
wregular,0.09028188229064142,0.06724856882183981,0.8375964516635884,0.09490394610902515,0.07247044037114483,0.881968621725876,0.1456488100050986,0.10142488082004682,0.5077876939413786,0.0873362462271695,0.06696319095091433,0.8608564988166365,0.08780794048463603,0.06784023502282183,0.8578498992593873,0.15000000000009095,0.5309999999999491,0.0060000000000854925,0.04399999999986903
random,0.09298542684185022,0.06983329038669964,0.8829182716677123,0.09001040812994637,0.06912420550134549,0.8944158126787076,0.13880216245284666,0.11462094402966133,0.7429738799938439,0.101188946378691,0.07462173902672865,0.8589837597144996,0.09383386268795241,0.07161353306858619,0.8852856287622929,0.14600000000018554,0.5070000000000618,0.0060000000000854925,0.04299999999989268
wclust,0.07036166091524772,0.053823419616629065,0.8708277574399235,0.11100944457743768,0.0839215939101789,0.8015650454076024,0.11041135176876009,0.08843128342480089,0.6767677936155478,0.13161300637319037,0.09668228631751921,0.5087923420748712,0.07979634381366028,0.0610512939595338,0.8338577474810369,0.14699999999993452,0.5190000000000055,0.2720000000001619,0.08500000000003638
sclust,0.06946363436133299,0.0526549287270183,0.9464174406471915,0.14690690800533024,0.09814895605835021,0.631798850596965,0.1883673513274007,0.13877913357719057,0.5303565569297581,0.18275775688306076,0.13650698205466255,0.5604125694447059,0.1840602991593502,0.12632754647715122,0.55345665386038,0.14799999999991087,0.4470000000001164,0.26900000000000546,0.23700000000008004
sregular,0.10280363787874933,0.0771768734121928,0.8358407260695937,0.08834298467611976,0.06760828842236666,0.8852269599777178,0.17175967944975096,0.12632752453576618,0.43658353804107997,0.10665976102875478,0.07817968878718713,0.8213911237865044,0.09944029384318205,0.07585245563781123,0.8464554979806186,0.14799999999991087,0.5370000000000346,0.0060000000000854925,0.041999999999916326
wregular,0.09074910264877528,0.06841200097922162,0.881511505220582,0.09265534749163813,0.07116239416455797,0.8936372999422068,0.13559709193638322,0.10146984223262266,0.6654093228098206,0.0967745126318427,0.0719882738934234,0.8631186209114984,0.09192874841585365,0.06973042297832079,0.8796792499767221,0.14599999999995816,0.5609999999999218,0.0060000000000854925,0.04299999999989268
random,0.09859365803262833,0.07263784467862298,0.8214149595920004,0.09414579300471773,0.07331219793020347,0.894769850437819,0.12744482923743544,0.09996459626413881,0.663371252864292,0.09714868950963898,0.07202239762800433,0.8353646345912352,0.09928143044891662,0.0705186296211804,0.8104433371347719,0.1449999999999818,0.5220000000001619,0.2719999999999345,0.04600000000004911
wclust,0.07738790952473963,0.057076793617027964,0.878403365946349,0.12336115302740927,0.08765035197247147,0.7562208302029824,0.12866195196458002,0.10765313271045762,0.66778319638547,0.0991745219021307,0.07847076884034089,0.8036969696274238,0.0981443543850601,0.0750546132796731,0.7951907698887717,0.14799999999991087,0.4819999999999709,0.2740000000001146,0.08900000000016917
sclust,0.07028750487316149,0.04918030403155833,0.9230689895741166,0.10973239053615777,0.08163372569570587,0.8067429665391711,0.24309671757550078,0.16176189525157525,4.2380936122931685e-5,0.25011530274036864,0.16619658184954278,0.010351804806058037,0.18189422216021697,0.11778288140234226,0.3056661476611192,0.1449999999999818,0.4739999999999327,0.2720000000001619,0.16300000000001091
sregular,0.09600656696103323,0.07083546573653988,0.8650538688381854,0.08764610536887546,0.06764188042336737,0.8766550568988883,0.1196481085645109,0.08982922385998551,0.7906653350249229,0.0964187694962859,0.06994653558553526,0.8640108610699548,0.09371306419121142,0.07083041505182326,0.8635008758489482,0.1449999999999818,0.5060000000000855,0.005999999999858119,0.04300000000012005
wregular,0.09763118414663186,0.0720130658570199,0.8548170242942417,0.08687480169606715,0.06845048221477601,0.9003993856878624,0.14602395734794957,0.1061885835261245,0.5834342263151234,0.09203743985238139,0.06844353297903809,0.8725144481778492,0.09557647133770737,0.06932132117008,0.8536582935938793,0.14599999999995816,0.51299999999992,0.005999999999858119,0.04500000000007276
random,0.09391313269787438,0.06563553559732935,0.829460119873478,0.0941562428699273,0.0705959100129653,0.8646651743359526,0.1443518294516329,0.10593117208216338,0.5583093610887517,0.09540559471920289,0.06724943465673676,0.8234585397490432,0.0911799918036714,0.06473269052088261,0.8373026783484765,0.14400000000000546,0.5090000000000146,0.0060000000000854925,0.04299999999989268
wclust,0.08505284652410412,0.0561471288832277,0.823868397847015,0.1275576882177748,0.09378918249846271,0.7454755467218024,0.11400255383775341,0.08812941629660627,0.678374268878583,0.09988818488372583,0.06746125380198162,0.751055460677668,0.11419380001908051,0.0743632612915834,0.6500056589643395,0.14799999999991087,0.5069999999998345,0.2749999999998636,0.08500000000003638
sclust,0.07873312147331286,0.05515428260049627,0.8897887487482321,0.14229377410555621,0.10326212515700375,0.6175603607118579,0.12275187662682781,0.08907589763344419,0.7417694111791322,0.11171106296427687,0.08345078836853695,0.7892462510693515,0.11239679571389145,0.0847252427518267,0.7850118842598247,0.14400000000000546,0.4800000000000182,0.27500000000009095,0.17200000000002547
sregular,0.08864909051577309,0.06440465305396044,0.868909043804671,0.08813332706608559,0.06748224214953097,0.8771422081735099,0.11552543176949105,0.09072640148357176,0.7758762858653266,0.0941297309861619,0.06854890700313572,0.8588078201504806,0.08727810755701469,0.06504649450629328,0.8798059497873144,0.14599999999995816,0.5519999999999072,0.0060000000000854925,0.041999999999916326
wregular,0.09933107933338498,0.07667200247889307,0.8121314396548476,0.09638548889263726,0.07260219123391612,0.8735249802420645,0.1353432608451987,0.11126563607811585,0.6021271836501141,0.09991209343827359,0.0761417978335258,0.806209478580967,0.0966101046159941,0.0742018081283953,0.8259645480623234,0.14400000000000546,0.5779999999999745,0.005999999999858119,0.04300000000012005
random,0.0991967318151975,0.07243803548666337,0.822317639323032,0.0935031476679456,0.07162322515195706,0.8597084109121598,0.13872561786402834,0.11043639063068976,0.6348567479808056,0.10701889232166874,0.07647955132132397,0.7948475065615261,0.10206764944523639,0.07647265947815032,0.8146794749424485,0.14699999999993452,0.5099999999999909,0.2740000000001146,0.047000000000025466
wclust,0.09479539024078154,0.0685005255947138,0.8279524790555985,0.09531705918558354,0.071342115262508915,0.8951976337354667,0.14173972785247962,0.11086602080218491,0.5641221380338496,0.10660826871735758,0.07602333432789272,0.7686093168518892,0.10918360068987805,0.08068250949377194,0.7518329370730508,0.14400000000000546,0.5019999999999527,0.26900000000000546,0.06500000000005457
sclust,0.06960082473906824,0.047335790434659755,0.9293618357765323,0.1269858822971775,0.0951591288253875,0.7504693509413013,0.18829382423139884,0.15004410545797867,0.42626105803746206,0.16069353980487186,0.12441457610483128,0.6100978266255271,0.1444084103484567,0.09752890370334963,0.6647704070744122,0.1430000000000291,0.5219999999999345,0.2700000000002092,0.19800000000009277
sregular,0.0971082241435348,0.07470807506757973,0.830903628195635,0.08632582441481815,0.06508455526981612,0.9010176523503641,0.11803449471455066,0.09351458538574452,0.7186967916422387,0.097846396931949,0.07431636597022409,0.8246337828847701,0.09463341884351108,0.07257280181029296,0.8366657246479391,0.1470000000001619,0.5370000000000346,0.0060000000000854925,0.04300000000012005
wregular,0.09459372116050623,0.07215633163170933,0.8359917113976987,0.090148410758672,0.06774569605906522,0.8943558708860414,0.13648932967216162,0.11174911947291884,0.6340458564196056,0.09829270262153769,0.07412917012272886,0.8139033182560588,0.09404952557677909,0.07128802939733296,0.8415975290447599,0.15699999999992542,0.5209999999999582,0.005999999999858119,0.04300000000012005
random,0.09151952467257483,0.06924991110246628,0.8644539027491032,0.09986300918768866,0.07556971045421344,0.8501844319637647,0.12620449803614575,0.09324319613582144,0.7086335083843288,0.10391013858037824,0.07547014023973296,0.8155580038932202,0.09372115025940866,0.07094728215023875,0.8574124536276827,0.15300000000002,0.5309999999999491,0.004999999999881766,0.04300000000012005
wclust,0.08615512589028194,0.0634164214706545,0.8395879658605511,0.10740400565108457,0.08341606600128952,0.8567331491015521,0.12995271960982474,0.1018312911849655,0.6053214018440048,0.09444320685418599,0.0718329172915717,0.8037965521300405,0.09172804103579574,0.06952262201152741,0.8136660455870947,0.1449999999999818,0.5060000000000855,0.2680000000000291,0.06600000000003092
sclust,0.07087528010106046,0.050676418476116,0.9332114608278265,0.108140481480985,0.08094408874466164,0.779925638365505,0.1527977953979023,0.11519874417265297,0.6971209253450819,0.13933161697856072,0.10244555911929305,0.7997346087405165,0.10022685693377426,0.07184017842279593,0.8686392755470572,0.14400000000000546,0.4730000000001837,0.27099999999995816,0.1310000000000855
sregular,0.09062565804097135,0.06708108417850088,0.8431933962805108,0.09746074153798943,0.07333822671535854,0.8567032158005075,0.12863666793885095,0.0925169294428549,0.6181815403516662,0.09132387370466916,0.06864186212925405,0.8420610785530773,0.08725346457285728,0.06577533843441151,0.8572172362805734,0.14799999999991087,0.5040000000001328,0.0060000000000854925,0.041999999999916326
wregular,0.09037107940488216,0.06709862943426201,0.8551032371173602,0.09480847407610288,0.07084211992030634,0.8715147640691504,0.13607501241302175,0.10225179007724972,0.6168632493077182,0.0913331273677858,0.06915549742867283,0.8522297781265442,0.09072228034128951,0.0682529911306373,0.8535805431154749,0.10299999999983811,0.5030000000001564,0.005999999999858119,0.041999999999916326
random,0.10058348370673945,0.07248520791878148,0.854039208017495,0.09039969492399974,0.06639937241511516,0.8700052360498266,0.14266615331865848,0.11806773411480749,0.7057030103363158,0.10032804846203193,0.07676048849722797,0.8611984665651125,0.10036600391642407,0.07516237528054238,0.8530893969777215,0.1449999999999818,0.5249999999998636,0.27800000000002,0.04899999999997817
wclust,0.0930114242888091,0.0717374571825719,0.8650465272275416,0.10686169967487669,0.08129498264047072,0.8199781790909151,0.14248785369188177,0.11492649473722716,0.6289404238511458,0.0885187080503604,0.06940449896853729,0.8756281871451498,0.11059417848654576,0.0826615563768583,0.7949928622829394,0.14799999999991087,0.5009999999999764,0.2749999999998636,0.06199999999989814
sclust,0.05832014513329136,0.04544640944267934,0.9613290659725813,0.15332216852049185,0.09930656268262482,0.6025155231654221,0.20568426476447763,0.16543775635284294,0.3764565147426844,0.18857296131997625,0.14449768436816832,0.5071653306019971,0.17137214815629517,0.11963523911406984,0.5915866214683936,0.1449999999999818,0.45900000000006,0.2719999999999345,0.22699999999986176
sregular,0.09430769741797516,0.0688418111661794,0.8186229782615728,0.09968488903556276,0.07404614057590343,0.8669026080551487,0.13801996344597708,0.10480937544985203,0.5231389486120375,0.09782105230679772,0.0708344934170796,0.8069729892338955,0.09116587141713987,0.06622143554252258,0.8302207258976233,0.1470000000001619,0.5049999999998818,0.005999999999858119,0.041999999999916326
wregular,0.0981432890441342,0.07153629527965562,0.8077413613601662,0.09748377776417279,0.07245752779294917,0.902875117716829,0.13661346628250787,0.1044339358203796,0.5271496296103247,0.10192995028162655,0.07537306082527465,0.7846169539384756,0.09832417313769058,0.07370270418553924,0.817325849160994,0.14599999999995816,0.5319999999999254,0.005999999999858119,0.04299999999989268
random,0.09224649656348913,0.07130957981842259,0.8890807551614658,0.09128402179587823,0.06845148520673502,0.8853977070502344,0.1526952675187026,0.11799230000557996,0.6302718124758356,0.0992326851680252,0.07534179778234414,0.8612359822965471,0.09603745839229054,0.07493960626662399,0.8688242777393664,0.1490000000001146,0.5059999999998581,0.0060000000000854925,0.04899999999997817
wclust,0.07771876851660148,0.053724846902328253,0.905448472453985,0.10471297108645629,0.07594396267968945,0.8021267697520819,0.18752714050808958,0.1416160194606955,0.3886086157620658,0.12416586573866734,0.09379060656666754,0.7723840111655064,0.11756038422641757,0.08169491657466316,0.7702799825450952,0.14400000000000546,0.5009999999999764,0.2699999999999818,0.08300000000008367
sclust,0.0813668753005948,0.0511670425044,0.8543583345879293,0.1247531217986764,0.09394242825534575,0.7957987676863391,0.17405130581818273,0.12505073888927695,0.3440030529970688,0.1265583916044091,0.09095536866195501,0.6616058247017567,0.12066682754565586,0.08071848650495211,0.6751793262640009,0.14800000000013824,0.49900000000002365,0.2719999999999345,0.12799999999992906
sregular,0.09723447490841412,0.07489284961010191,0.8590731699753651,0.08516301863453014,0.06531619482763808,0.8837931967321695,0.1215006146132457,0.09062970812429728,0.783880006018416,0.10244892620879734,0.07532091279545786,0.8432391152155907,0.09632208982316962,0.07251666920634255,0.8628114597283911,0.14599999999995816,0.5519999999999072,0.0060000000000854925,0.04300000000012005
wregular,0.09830715076332075,0.07188030878511219,0.8392698539096016,0.09278465507259707,0.0704073883512937,0.8618399406896214,0.11153658622286029,0.08869084657904187,0.7955440971114528,0.09535642266343396,0.07239287924317837,0.8555109278844996,0.09769572851004947,0.07139238216329444,0.8374642146417682,0.14799999999991087,0.5339999999998781,0.0060000000000854925,0.04399999999986903
random,0.10041950916703554,0.07356472957871546,0.8110824554827882,0.10043187452240722,0.07370610630292246,0.8691772156240274,0.1281683125679797,0.10086863395486956,0.7039433209626049,0.10436554343019083,0.0763706622586772,0.787540208617641,0.10275377094432733,0.07399477954089022,0.7919619673172499,0.1510000000000673,0.52800000000002,0.0060000000000854925,0.04299999999989268
wclust,0.07330361800988881,0.05392476447106029,0.892012534199715,0.13692446267413735,0.09488653045491967,0.6626162814540054,0.1419448170208767,0.11610967990702022,0.6488189987174172,0.1044278738562208,0.08220548123011985,0.7672705483581469,0.09555041866196401,0.07179519698880614,0.809725501127442,0.14400000000000546,0.49699999999984357,0.26900000000000546,0.07500000000004547
sclust,0.06353728291860353,0.04957717157048484,0.9298987845790925,0.14182479125644315,0.10403910865419183,0.6696896652010178,0.146013076472199,0.1101152668267628,0.5884148045126041,0.105453654951162,0.07918621382127361,0.7833464723520519,0.09246632088603035,0.06979136986638962,0.8331739372785972,0.14400000000000546,0.48499999999989996,0.27100000000018554,0.1570000000001528
sregular,0.09883649948406348,0.07704926889359952,0.828856003934528,0.08925929234260015,0.06785011395052017,0.8888840999827136,0.12911094606669823,0.1061407051928652,0.6941068085576931,0.09686438576865639,0.07548459465147928,0.8418791082960272,0.1021456405042148,0.07813279465702672,0.8127950183186576,0.14599999999995816,0.5140000000001237,0.005999999999858119,0.041999999999916326
wregular,0.0904495434138661,0.06960420762684506,0.835484247905919,0.10000196033085323,0.07606627165880964,0.8574513573498388,0.12648341685612355,0.09459019918718063,0.6454215854066981,0.09155862568593769,0.06737422146835054,0.827131286038581,0.0906444131688927,0.06857562321629064,0.8291372359599125,0.1430000000000291,0.5069999999998345,0.0060000000000854925,0.04399999999986903
random,0.0985002931442036,0.07370343343129382,0.8020637139216303,0.09703755007529076,0.07390373147554469,0.873340057963469,0.1355205558125899,0.10948565448141347,0.5730361535100337,0.10095183098682771,0.07517209954677148,0.7839776844730946,0.1016274108912467,0.07522517830574264,0.7864888232537155,0.14799999999991087,0.5170000000000528,0.005999999999858119,0.04300000000012005
wclust,0.07566801222669774,0.055474157351565856,0.8692017169446643,0.12302553267495607,0.08858200354923827,0.7824195217837138,0.11092530948716084,0.09088262757686279,0.693157340677209,0.09600526827091113,0.07587603650216011,0.7954985857111818,0.0896191552293166,0.06762156898984066,0.8179073043075195,0.1490000000001146,0.5389999999999873,0.2739999999998872,0.06799999999998363
sclust,0.0796068245164986,0.05278708928100765,0.8437431724470412,0.1444605789603096,0.10911501599391465,0.7304189836770464,0.14309650782943,0.10322353461061914,0.47167676798069036,0.16998964791826182,0.12386131963965792,0.15496286630085812,0.1295736757334838,0.0933494185976684,0.5491662692958493,0.14400000000000546,0.5750000000000455,0.27300000000013824,0.26900000000000546
sregular,0.10468921624941019,0.085249064125689,0.8330069998504207,0.07837235782482259,0.06148598331276969,0.9142622040186731,0.13292552537219574,0.11096289417113535,0.6985187343956538,0.11586955306978523,0.08878872532057357,0.8063237293744583,0.10405613282229118,0.08182260743275156,0.833998152033235,0.1470000000001619,0.58199999999988,0.0060000000000854925,0.0420000000001437
wregular,0.10456242199765292,0.07381225194455303,0.7866442052722633,0.09741429719007122,0.07278065340855204,0.8660171065741472,0.14539149178921082,0.11465794577048441,0.5706075294517503,0.10250649206725045,0.07303932254862429,0.7962682363380632,0.10218653618351954,0.07409959165697647,0.8022988230826579,0.1449999999999818,0.48900000000003274,0.005999999999858119,0.04299999999989268
random,0.09583753952991672,0.07534174824729563,0.8632476481668426,0.087558483495946,0.06848631693450938,0.9036597278692291,0.13296100775389535,0.1069757873284941,0.6972292107488279,0.09454133544931369,0.07408125244997442,0.8708106404452635,0.0913863618766352,0.07066634510157009,0.8755739510626633,0.1610000000000582,0.52800000000002,0.005999999999858119,0.041999999999916326
wclust,0.08122702469413946,0.05911050972113075,0.8988477847523627,0.0876273041716093,0.06794582195859003,0.8791257611938933,0.16629327653489476,0.12408406366437365,0.45496437388356775,0.12250397325631876,0.08822713042428096,0.741223792159735,0.10311557882788855,0.07237137646932154,0.8147747392254802,0.1449999999999818,0.5030000000001564,0.27500000000009095,0.06599999999980355
sclust,0.07852289109287451,0.05661148049082452,0.9064225272958208,0.1332488429451066,0.09706513429999974,0.7011304359835641,0.16307094316693702,0.13234291241106108,0.6053526172126036,0.13911774476529035,0.11394597813907931,0.7000638029815215,0.14720355057799298,0.1129819262179841,0.6399199571425472,0.16000000000008185,0.4760000000001128,0.27299999999991087,0.22199999999998
sregular,0.10188359287189533,0.07878928695475061,0.816010574983333,0.09175891874653583,0.06740550932077283,0.8613326953480572,0.11651854974934589,0.0902869198007354,0.766656160749998,0.10962414457400486,0.07957975187997955,0.7785007245736802,0.10066858831185288,0.07722342604866562,0.8195069133524687,0.14699999999993452,0.5389999999999873,0.0060000000000854925,0.041999999999916326
wregular,0.09268823206627097,0.06997029891737426,0.8569589611060541,0.08548130192776801,0.06696713193098952,0.8945271592388955,0.12823053290257516,0.097695898989706,0.6928040834803856,0.09721548928266519,0.07375384453609586,0.8375035716282992,0.09443346801857437,0.0721516050987877,0.8528859261361366,0.14899999999988722,0.5050000000001091,0.0060000000000854925,0.041999999999916326
random,0.08687817376435501,0.06321374651688036,0.885693171677655,0.08987025984869772,0.06944037953717785,0.8703131971777684,0.14266132051775002,0.10944128510750713,0.6595164439519283,0.09038197376379013,0.0689614800148632,0.8722348901675137,0.09364344508598099,0.06766424640433709,0.8621219465908379,0.14799999999991087,0.5019999999999527,0.2740000000001146,0.04899999999997817
wclust,0.08578854814625435,0.05985249265102048,0.8106327989314066,0.1219362945633616,0.08943229451076512,0.8123034179121488,0.13877329033167551,0.1143090877941499,0.46938671523229586,0.1304393329786166,0.09725840622834861,0.5253988048038956,0.10486013359773344,0.07773025135887165,0.7147289106668527,0.14600000000018554,0.5049999999998818,0.27100000000018554,0.08100000000013097
sclust,0.05611591245519755,0.04006088243314996,0.9195551033705276,0.14997600812653142,0.1033640135292814,0.6382578942431496,0.16026673677287717,0.11080594341406601,0.24042021754040566,0.15528760011588258,0.1065174895541556,0.2823788035767327,0.12680876564888308,0.08279939745788772,0.511353653125667,0.14599999999995816,0.47299999999995634,0.26900000000000546,0.1950000000001637
sregular,0.08557606466567311,0.06831237631603435,0.8838892597036406,0.09416859394543603,0.06857499521864492,0.8619303129158598,0.12200308745080575,0.09305111511969591,0.73138757413107,0.09655241858312752,0.07363768830470392,0.8461661119644144,0.08821069608900377,0.0689482055365564,0.876746005878125,0.1430000000000291,0.5050000000001091,0.005999999999858119,0.0420000000001437
wregular,0.09749263423862779,0.07094608876823272,0.843787852219872,0.09303373028588403,0.07010141942214906,0.8623995472736979,0.13205761923439538,0.10527840190413582,0.6824707288734826,0.09604396516773514,0.07151023233829268,0.86016225277578,0.09694190549089712,0.0695851814071934,0.8451109973551307,0.1410000000000764,0.5160000000000764,0.0060000000000854925,0.04299999999989268
random,0.0882379980538307,0.06281306110585111,0.8973483436763011,0.08377400671051358,0.06293692163172665,0.8827226633469684,0.14205519559536808,0.11090119277149439,0.689835801866314,0.09282298135043011,0.0695071862665719,0.8892475816672528,0.08815597976729307,0.06640040077692984,0.8971136465622733,0.1449999999999818,0.5180000000000291,0.0060000000000854925,0.044000000000096406
wclust,0.09510389439121454,0.06547608157463992,0.8219133210681159,0.10610483742557814,0.07931052398094797,0.8552032848452465,0.17651152298619768,0.1364795741258127,0.22232515579711487,0.10884686095891846,0.07412129602492477,0.7426002912277273,0.1022301409437247,0.0738595138459404,0.790684794151725,0.15899999999987813,0.5170000000000528,0.26900000000000546,0.07599999999979445
sclust,0.07497102475970775,0.050403906484501194,0.9076373490090661,0.133449628650022,0.10016073827296752,0.6680480296147479,0.1337159956284198,0.10014024624850078,0.7147818049925097,0.1272048727478276,0.0916818580827631,0.7426879970491689,0.11334244713475529,0.07835509747016135,0.7872704817956944,0.14599999999995816,0.4750000000001364,0.26900000000000546,0.1550000000002001
sregular,0.09174964847307532,0.071884873185952,0.8343802701759723,0.10624040915457587,0.07514171582018847,0.8158733244342592,0.10900846064798297,0.08860385857014826,0.7678611504894717,0.09337056749653196,0.07270397479653212,0.8373956878064764,0.08971098050427079,0.07067203775053126,0.8456515152434152,0.16200000000003456,0.6209999999998672,0.0060000000000854925,0.04300000000012005
wregular,0.09020003087284913,0.06898350453764202,0.8472269276307165,0.09562547699166599,0.07280421577654649,0.8771991195657914,0.11655075773071584,0.09035206474329034,0.7508204681692899,0.09327744105958227,0.07448295029349623,0.8269143902959634,0.09039085910295734,0.06981989982150495,0.8409808793049538,0.1510000000000673,0.5090000000000146,0.005999999999858119,0.0420000000001437
random,0.08147259242021924,0.05783333403186251,0.8609651262570344,0.1049806941947695,0.07666650718960609,0.8294186771332115,0.11059005996392651,0.08675027172207522,0.7316718298512193,0.08216035890566226,0.06033800906469423,0.8584491806820137,0.08362112448922673,0.06085240994463365,0.8536968013787115,0.14799999999991087,0.5869999999999891,0.005999999999858119,0.04500000000007276
wclust,0.08282957820330858,0.06310911258302009,0.8877093840055515,0.11259173175724067,0.08542135939545212,0.8321091976407451,0.16812585336061536,0.1270653173683832,0.5895058329362319,0.10822630499235716,0.08975035444683709,0.8089846533039051,0.08854854843132899,0.06850854546080033,0.8681487414340067,0.14599999999995816,0.5019999999999527,0.2880000000000109,0.07099999999991269
sclust,0.08196865455846886,0.05459441527187823,0.7418464907792656,0.1304321751636312,0.09472722014338802,0.7907666974955451,0.14201758043462298,0.10714311076052487,0.20922937586057594,0.1093248709756933,0.08113268313279996,0.5294012038394131,0.11087286273350462,0.07641929248147955,0.5089314095180713,0.16300000000001091,0.4980000000000473,0.2740000000001146,0.15299999999979264
sregular,0.09881126097456586,0.07464912919978427,0.85734676440124,0.0806492965503791,0.06149471414839881,0.9038647802139801,0.13208867701496044,0.09797420253511825,0.7185257198628751,0.10797148885306457,0.08155939297225687,0.8282844628441416,0.10013801459967747,0.07446490986778274,0.8418976080179675,0.14899999999988722,0.5609999999999218,0.006999999999834472,0.04299999999989268
wregular,0.10220441570619686,0.07756038557936437,0.8379841766874316,0.08718310846778227,0.06882670414227807,0.8861399306163511,0.14186421326850607,0.10926417497099998,0.6743576953367756,0.11182737806324032,0.08140895102360907,0.7953013142670409,0.10179887377416509,0.07839705700041415,0.8390459422234562,0.14699999999993452,0.5730000000000928,0.005999999999858119,0.041999999999916326
random,0.10301182611008733,0.07478537542566036,0.834318842522655,0.08209538185503285,0.06334299120204763,0.9049806324552532,0.13125014824477202,0.10656941843212582,0.7639582646109548,0.1083312533025652,0.07999810387512203,0.8227862587417581,0.10019291814479275,0.07263509700917485,0.8490236101084719,0.14699999999993452,0.5080000000000382,0.005999999999858119,0.04299999999989268
wclust,0.07961570873483673,0.057596593703149505,0.8741057661204087,0.1064319832421093,0.07783065255365554,0.7996335621510561,0.11737804403762707,0.08918319743568077,0.7210762614995356,0.08193280099553468,0.06230121616819873,0.864379751545195,0.09110860631710277,0.06511134797639523,0.829598660614067,0.15300000000002,0.48499999999989996,0.27299999999991087,0.07800000000020191
sclust,0.060088933029459224,0.04162711770915271,0.9506854540708986,0.13619171790981346,0.10613757494445251,0.6644159833001665,0.15283018510290622,0.11735884327482592,0.653758772758112,0.11233948508883441,0.082519041356255,0.8192471819002436,0.14818666422933074,0.09929083027237716,0.6998778145973585,0.14800000000013824,0.47499999999990905,0.2719999999999345,0.18600000000014916
sregular,0.08982207595551375,0.07052046197370204,0.9055605336416349,0.0886643222175774,0.06414948153548741,0.8640755667606607,0.12353491915596213,0.1014534838413177,0.8220497879617452,0.09329930945935214,0.0725678659925623,0.8889282204459017,0.09025905481729114,0.069242832947774835,0.8983016453627031,0.14799999999991087,0.5090000000000146,0.006999999999834472,0.041999999999916326
wregular,0.09523832764192612,0.07062412289068588,0.8835908082530334,0.08246602816608839,0.06386676764612957,0.9072445917919342,0.1253600604545253,0.10191345104582337,0.7743731061948651,0.09725384737847925,0.07394281854585222,0.8819479125807048,0.09891054371955918,0.0737912372224049,0.8643543576577926,0.14899999999988722,0.5149999999998727,0.0060000000000854925,0.04399999999986903
random,0.09654382534705194,0.07207794123655845,0.84467697114288,0.09996083528587697,0.07660575761463659,0.8316886647023273,0.16416271040506533,0.12252604956600913,0.5415903402117986,0.1037892421654873,0.07756430526197092,0.8205759832305913,0.09747384773020666,0.07187121929025354,0.8444989086934012,0.1449999999999818,0.5099999999999909,0.0060000000000854925,0.0420000000001437
wclust,0.0877880903769789,0.06308083306792425,0.8413692660614767,0.10575169031280157,0.08136475830673245,0.835676309036168,0.14448055194748946,0.10450138236821628,0.5515387686676727,0.12156465930977443,0.09415459775600117,0.690529051352453,0.11222957990049479,0.08152277307604518,0.7286940639539375,0.1490000000001146,0.5119999999999436,0.27299999999991087,0.07099999999991269
