"","method","variate","design","number","RMSE","time_mod","time_alg","time_overall"
"1097","random_caret_new","OCS","clusterGapped",97,6.77777285496663,NA,NA,NA
"1098","random_caret_new","OCS","clusterGapped",98,6.27706275505717,NA,NA,NA
"1099","random_caret_new","OCS","clusterGapped",99,6.17530163047171,NA,NA,NA
"1100","random_caret_new","OCS","clusterGapped",100,6.3118151168154,NA,NA,NA
"1101","random_caret_new","OCS","clusterMedium",1,7.68409234170832,NA,NA,NA
"1102","random_caret_new","OCS","clusterMedium",2,7.12319557219568,NA,NA,NA
"1103","random_caret_new","OCS","clusterMedium",3,7.24002076490495,NA,NA,NA
"1104","random_caret_new","OCS","clusterMedium",4,6.86812229174113,NA,NA,NA
"1105","random_caret_new","OCS","clusterMedium",5,7.49785299375319,NA,NA,NA
"1106","random_caret_new","OCS","clusterMedium",6,7.58952907346258,NA,NA,NA
"1107","random_caret_new","OCS","clusterMedium",7,7.37701865458075,NA,NA,NA
"1108","random_caret_new","OCS","clusterMedium",8,7.5517181063263,NA,NA,NA
"1109","random_caret_new","OCS","clusterMedium",9,7.586798258289,NA,NA,NA
"1110","random_caret_new","OCS","clusterMedium",10,7.60680958386073,NA,NA,NA
"1111","random_caret_new","OCS","clusterMedium",11,7.28539507270427,NA,NA,NA
"1112","random_caret_new","OCS","clusterMedium",12,6.78773017488841,NA,NA,NA
"1113","random_caret_new","OCS","clusterMedium",13,7.44603281768383,NA,NA,NA
"1114","random_caret_new","OCS","clusterMedium",14,7.33707993740032,NA,NA,NA
"1115","random_caret_new","OCS","clusterMedium",15,7.79480822872441,NA,NA,NA
"1116","random_caret_new","OCS","clusterMedium",16,6.80198427337827,NA,NA,NA
"1117","random_caret_new","OCS","clusterMedium",17,7.42715474818774,NA,NA,NA
"1118","random_caret_new","OCS","clusterMedium",18,7.81199537849182,NA,NA,NA
"1119","random_caret_new","OCS","clusterMedium",19,7.00083579271611,NA,NA,NA
"1120","random_caret_new","OCS","clusterMedium",20,7.48015110036906,NA,NA,NA
"1121","random_caret_new","OCS","clusterMedium",21,7.23992489123592,NA,NA,NA
"1122","random_caret_new","OCS","clusterMedium",22,8.03534823855784,NA,NA,NA
"1123","random_caret_new","OCS","clusterMedium",23,7.24507946541158,NA,NA,NA
"1124","random_caret_new","OCS","clusterMedium",24,7.0462044442322,NA,NA,NA
"1125","random_caret_new","OCS","clusterMedium",25,7.08069088414069,NA,NA,NA
"1126","random_caret_new","OCS","clusterMedium",26,6.94789431132202,NA,NA,NA
"1127","random_caret_new","OCS","clusterMedium",27,6.96075927459166,NA,NA,NA
"1128","random_caret_new","OCS","clusterMedium",28,7.91221429076377,NA,NA,NA
"1129","random_caret_new","OCS","clusterMedium",29,7.5920704388927,NA,NA,NA
"1130","random_caret_new","OCS","clusterMedium",30,7.32327862001119,NA,NA,NA
"1131","random_caret_new","OCS","clusterMedium",31,7.3480711208047,NA,NA,NA
"1132","random_caret_new","OCS","clusterMedium",32,7.32105555476904,NA,NA,NA
"1133","random_caret_new","OCS","clusterMedium",33,8.09574664794211,NA,NA,NA
"1134","random_caret_new","OCS","clusterMedium",34,7.39740768310953,NA,NA,NA
"1135","random_caret_new","OCS","clusterMedium",35,7.27127914460718,NA,NA,NA
"1136","random_caret_new","OCS","clusterMedium",36,7.76615465686311,NA,NA,NA
"1137","random_caret_new","OCS","clusterMedium",37,6.52732096510215,NA,NA,NA
"1138","random_caret_new","OCS","clusterMedium",38,6.95480596256824,NA,NA,NA
"1139","random_caret_new","OCS","clusterMedium",39,7.89517779509962,NA,NA,NA
"1140","random_caret_new","OCS","clusterMedium",40,6.7882873617908,NA,NA,NA
"1141","random_caret_new","OCS","clusterMedium",41,7.54326106857266,NA,NA,NA
"1142","random_caret_new","OCS","clusterMedium",42,7.44159722379264,NA,NA,NA
"1143","random_caret_new","OCS","clusterMedium",43,8.01575354675721,NA,NA,NA
"1144","random_caret_new","OCS","clusterMedium",44,7.0606487326956,NA,NA,NA
"1145","random_caret_new","OCS","clusterMedium",45,6.76076684891062,NA,NA,NA
"1146","random_caret_new","OCS","clusterMedium",46,7.28052302655556,NA,NA,NA
"1147","random_caret_new","OCS","clusterMedium",47,7.74421673919524,NA,NA,NA
"1148","random_caret_new","OCS","clusterMedium",48,7.36186977156932,NA,NA,NA
"1149","random_caret_new","OCS","clusterMedium",49,7.55238981119907,NA,NA,NA
"1150","random_caret_new","OCS","clusterMedium",50,6.97683471742455,NA,NA,NA
"1151","random_caret_new","OCS","clusterMedium",51,7.31455223366351,NA,NA,NA
"1152","random_caret_new","OCS","clusterMedium",52,7.73168474244692,NA,NA,NA
"1153","random_caret_new","OCS","clusterMedium",53,7.44135602678464,NA,NA,NA
"1154","random_caret_new","OCS","clusterMedium",54,6.98435904585737,NA,NA,NA
"1155","random_caret_new","OCS","clusterMedium",55,7.54766936563291,NA,NA,NA
"1156","random_caret_new","OCS","clusterMedium",56,6.95509176210814,NA,NA,NA
"1157","random_caret_new","OCS","clusterMedium",57,7.19301580896044,NA,NA,NA
"1158","random_caret_new","OCS","clusterMedium",58,7.60080981922412,NA,NA,NA
"1159","random_caret_new","OCS","clusterMedium",59,7.17975351556166,NA,NA,NA
"1160","random_caret_new","OCS","clusterMedium",60,7.4280277326449,NA,NA,NA
"1161","random_caret_new","OCS","clusterMedium",61,7.67144604496496,NA,NA,NA
"1162","random_caret_new","OCS","clusterMedium",62,7.30394430395229,NA,NA,NA
"1163","random_caret_new","OCS","clusterMedium",63,7.46474748451826,NA,NA,NA
"1164","random_caret_new","OCS","clusterMedium",64,7.76664853919726,NA,NA,NA
"1165","random_caret_new","OCS","clusterMedium",65,8.01804887868229,NA,NA,NA
"1166","random_caret_new","OCS","clusterMedium",66,7.64942358097692,NA,NA,NA
"1167","random_caret_new","OCS","clusterMedium",67,7.24374133229397,NA,NA,NA
"1168","random_caret_new","OCS","clusterMedium",68,7.39870877596898,NA,NA,NA
"1169","random_caret_new","OCS","clusterMedium",69,7.01412834448177,NA,NA,NA
"1170","random_caret_new","OCS","clusterMedium",70,7.05425530023893,NA,NA,NA
"1171","random_caret_new","OCS","clusterMedium",71,6.67252416905014,NA,NA,NA
"1172","random_caret_new","OCS","clusterMedium",72,6.82340951892817,NA,NA,NA
"1173","random_caret_new","OCS","clusterMedium",73,7.13051096851182,NA,NA,NA
"1174","random_caret_new","OCS","clusterMedium",74,7.33280269527689,NA,NA,NA
"1175","random_caret_new","OCS","clusterMedium",75,7.98760634569808,NA,NA,NA
"1176","random_caret_new","OCS","clusterMedium",76,7.75210082063879,NA,NA,NA
"1177","random_caret_new","OCS","clusterMedium",77,6.87686779856752,NA,NA,NA
"1178","random_caret_new","OCS","clusterMedium",78,7.31760990024896,NA,NA,NA
"1179","random_caret_new","OCS","clusterMedium",79,7.59801233867046,NA,NA,NA
"1180","random_caret_new","OCS","clusterMedium",80,7.47729027014392,NA,NA,NA
"1181","random_caret_new","OCS","clusterMedium",81,7.11864285083142,NA,NA,NA
"1182","random_caret_new","OCS","clusterMedium",82,7.3338966431387,NA,NA,NA
"1183","random_caret_new","OCS","clusterMedium",83,7.19880642841323,NA,NA,NA
"1184","random_caret_new","OCS","clusterMedium",84,7.5787453448269,NA,NA,NA
"1185","random_caret_new","OCS","clusterMedium",85,6.67180511784052,NA,NA,NA
"1186","random_caret_new","OCS","clusterMedium",86,7.54196916563917,NA,NA,NA
"1187","random_caret_new","OCS","clusterMedium",87,7.72964145103142,NA,NA,NA
"1188","random_caret_new","OCS","clusterMedium",88,7.06520018113486,NA,NA,NA
"1189","random_caret_new","OCS","clusterMedium",89,7.05483918063406,NA,NA,NA
"1190","random_caret_new","OCS","clusterMedium",90,7.31075442013518,NA,NA,NA
"1191","random_caret_new","OCS","clusterMedium",91,7.41740950211266,NA,NA,NA
"1192","random_caret_new","OCS","clusterMedium",92,7.49942049977796,NA,NA,NA
"1193","random_caret_new","OCS","clusterMedium",93,7.15635832224156,NA,NA,NA
"1194","random_caret_new","OCS","clusterMedium",94,7.05325665195854,NA,NA,NA
"1195","random_caret_new","OCS","clusterMedium",95,7.49634380663117,NA,NA,NA
"1196","random_caret_new","OCS","clusterMedium",96,6.99657779725239,NA,NA,NA
"1197","random_caret_new","OCS","clusterMedium",97,7.43992180640458,NA,NA,NA
"1198","random_caret_new","OCS","clusterMedium",98,7.19789161234611,NA,NA,NA
"1199","random_caret_new","OCS","clusterMedium",99,7.49686308578344,NA,NA,NA
"1200","random_caret_new","OCS","clusterMedium",100,7.4945612015089,NA,NA,NA
"1201","random_caret_new","OCS","clusterStrong",1,6.695799263832,NA,NA,NA
"1202","random_caret_new","OCS","clusterStrong",2,7.92446090845577,NA,NA,NA
"1203","random_caret_new","OCS","clusterStrong",3,6.21893966255616,NA,NA,NA
"1204","random_caret_new","OCS","clusterStrong",4,6.2201023412301,NA,NA,NA
"1205","random_caret_new","OCS","clusterStrong",5,6.1949548592011,NA,NA,NA
"1206","random_caret_new","OCS","clusterStrong",6,6.81888954247103,NA,NA,NA
"1207","random_caret_new","OCS","clusterStrong",7,6.17156083706844,NA,NA,NA
"1208","random_caret_new","OCS","clusterStrong",8,6.69159939830262,NA,NA,NA
"1209","random_caret_new","OCS","clusterStrong",9,6.18060240057708,NA,NA,NA
"1210","random_caret_new","OCS","clusterStrong",10,6.14888471360698,NA,NA,NA
"1211","random_caret_new","OCS","clusterStrong",11,6.31137109100447,NA,NA,NA
"1212","random_caret_new","OCS","clusterStrong",12,5.57068951891136,NA,NA,NA
"1213","random_caret_new","OCS","clusterStrong",13,6.4532730801885,NA,NA,NA
"1214","random_caret_new","OCS","clusterStrong",14,6.04476997461648,NA,NA,NA
"1215","random_caret_new","OCS","clusterStrong",15,6.1174208684499,NA,NA,NA
"1216","random_caret_new","OCS","clusterStrong",16,7.89340557726786,NA,NA,NA
"1217","random_caret_new","OCS","clusterStrong",17,6.0431136792539,NA,NA,NA
"1218","random_caret_new","OCS","clusterStrong",18,5.98781918976525,NA,NA,NA
"1219","random_caret_new","OCS","clusterStrong",19,5.8407843268937,NA,NA,NA
"1220","random_caret_new","OCS","clusterStrong",20,6.97309197033397,NA,NA,NA
"1221","random_caret_new","OCS","clusterStrong",21,8.16002930621473,NA,NA,NA
"1222","random_caret_new","OCS","clusterStrong",22,7.58458101805292,NA,NA,NA
"1223","random_caret_new","OCS","clusterStrong",23,6.43168223413353,NA,NA,NA
"1224","random_caret_new","OCS","clusterStrong",24,6.41190706590112,NA,NA,NA
"1225","random_caret_new","OCS","clusterStrong",25,6.39650883020704,NA,NA,NA
"1226","random_caret_new","OCS","clusterStrong",26,7.2118251920027,NA,NA,NA
"1227","random_caret_new","OCS","clusterStrong",27,6.79285398948782,NA,NA,NA
"1228","random_caret_new","OCS","clusterStrong",28,5.32631394930045,NA,NA,NA
"1229","random_caret_new","OCS","clusterStrong",29,6.51238124606919,NA,NA,NA
"1230","random_caret_new","OCS","clusterStrong",30,5.74423714720199,NA,NA,NA
"1231","random_caret_new","OCS","clusterStrong",31,6.90531825399577,NA,NA,NA
"1232","random_caret_new","OCS","clusterStrong",32,6.46325034097268,NA,NA,NA
"1233","random_caret_new","OCS","clusterStrong",33,6.02061008836207,NA,NA,NA
"1234","random_caret_new","OCS","clusterStrong",34,7.57631433248879,NA,NA,NA
"1235","random_caret_new","OCS","clusterStrong",35,6.22719455674724,NA,NA,NA
"1236","random_caret_new","OCS","clusterStrong",36,6.76717358574676,NA,NA,NA
"1237","random_caret_new","OCS","clusterStrong",37,5.54282215789777,NA,NA,NA
"1238","random_caret_new","OCS","clusterStrong",38,6.90183620457876,NA,NA,NA
"1239","random_caret_new","OCS","clusterStrong",39,6.86205738012621,NA,NA,NA
"1240","random_caret_new","OCS","clusterStrong",40,5.98306845601381,NA,NA,NA
"1241","random_caret_new","OCS","clusterStrong",41,5.98872059286526,NA,NA,NA
"1242","random_caret_new","OCS","clusterStrong",42,6.27680656408543,NA,NA,NA
"1243","random_caret_new","OCS","clusterStrong",43,6.10078225260848,NA,NA,NA
"1244","random_caret_new","OCS","clusterStrong",44,5.6973754203658,NA,NA,NA
"1245","random_caret_new","OCS","clusterStrong",45,5.93236754631184,NA,NA,NA
"1246","random_caret_new","OCS","clusterStrong",46,6.22825503417993,NA,NA,NA
"1247","random_caret_new","OCS","clusterStrong",47,7.67915800688257,NA,NA,NA
"1248","random_caret_new","OCS","clusterStrong",48,7.06260661682906,NA,NA,NA
"1249","random_caret_new","OCS","clusterStrong",49,6.01953254570313,NA,NA,NA
"1250","random_caret_new","OCS","clusterStrong",50,6.32408036357879,NA,NA,NA
"1251","random_caret_new","OCS","clusterStrong",51,7.52189191517046,NA,NA,NA
"1252","random_caret_new","OCS","clusterStrong",52,6.11433192985753,NA,NA,NA
"1253","random_caret_new","OCS","clusterStrong",53,5.94981373774697,NA,NA,NA
"1254","random_caret_new","OCS","clusterStrong",54,6.48090710731444,NA,NA,NA
"1255","random_caret_new","OCS","clusterStrong",55,7.45643222417879,NA,NA,NA
"1256","random_caret_new","OCS","clusterStrong",56,6.95006274098335,NA,NA,NA
"1257","random_caret_new","OCS","clusterStrong",57,6.60613288167296,NA,NA,NA
"1258","random_caret_new","OCS","clusterStrong",58,5.78808288026256,NA,NA,NA
"1259","random_caret_new","OCS","clusterStrong",59,6.18036716520244,NA,NA,NA
"1260","random_caret_new","OCS","clusterStrong",60,6.50873658199814,NA,NA,NA
"1261","random_caret_new","OCS","clusterStrong",61,6.52899342822365,NA,NA,NA
"1262","random_caret_new","OCS","clusterStrong",62,5.82235457242658,NA,NA,NA
"1263","random_caret_new","OCS","clusterStrong",63,7.02357327524191,NA,NA,NA
"1264","random_caret_new","OCS","clusterStrong",64,6.46617582361876,NA,NA,NA
"1265","random_caret_new","OCS","clusterStrong",65,5.65107586396992,NA,NA,NA
"1266","random_caret_new","OCS","clusterStrong",66,5.86235505349304,NA,NA,NA
"1267","random_caret_new","OCS","clusterStrong",67,7.36502447602526,NA,NA,NA
"1268","random_caret_new","OCS","clusterStrong",68,5.5308076837773,NA,NA,NA
"1269","random_caret_new","OCS","clusterStrong",69,7.48037610977307,NA,NA,NA
"1270","random_caret_new","OCS","clusterStrong",70,6.82509350086534,NA,NA,NA
"1271","random_caret_new","OCS","clusterStrong",71,6.21276600509484,NA,NA,NA
"1272","random_caret_new","OCS","clusterStrong",72,5.81206593547263,NA,NA,NA
"1273","random_caret_new","OCS","clusterStrong",73,6.23824937068362,NA,NA,NA
"1274","random_caret_new","OCS","clusterStrong",74,6.69266665474643,NA,NA,NA
"1275","random_caret_new","OCS","clusterStrong",75,6.25202282566209,NA,NA,NA
"1276","random_caret_new","OCS","clusterStrong",76,7.72108089267423,NA,NA,NA
"1277","random_caret_new","OCS","clusterStrong",77,6.77581286481048,NA,NA,NA
"1278","random_caret_new","OCS","clusterStrong",78,6.30830885687296,NA,NA,NA
"1279","random_caret_new","OCS","clusterStrong",79,5.78934167987545,NA,NA,NA
"1280","random_caret_new","OCS","clusterStrong",80,6.30978454376855,NA,NA,NA
"1281","random_caret_new","OCS","clusterStrong",81,5.92610325457098,NA,NA,NA
"1282","random_caret_new","OCS","clusterStrong",82,5.4275184882214,NA,NA,NA
"1283","random_caret_new","OCS","clusterStrong",83,5.68240975063814,NA,NA,NA
"1284","random_caret_new","OCS","clusterStrong",84,6.58455272480676,NA,NA,NA
"1285","random_caret_new","OCS","clusterStrong",85,5.73173753501596,NA,NA,NA
"1286","random_caret_new","OCS","clusterStrong",86,6.10641295119659,NA,NA,NA
"1287","random_caret_new","OCS","clusterStrong",87,6.77396728057023,NA,NA,NA
"1288","random_caret_new","OCS","clusterStrong",88,6.39197218231141,NA,NA,NA
"1289","random_caret_new","OCS","clusterStrong",89,7.02254968626199,NA,NA,NA
"1290","random_caret_new","OCS","clusterStrong",90,6.75884407582602,NA,NA,NA
"1291","random_caret_new","OCS","clusterStrong",91,5.97997601593612,NA,NA,NA
"1292","random_caret_new","OCS","clusterStrong",92,6.27303879167777,NA,NA,NA
"1293","random_caret_new","OCS","clusterStrong",93,6.83220307387638,NA,NA,NA
"1294","random_caret_new","OCS","clusterStrong",94,6.0490059996905,NA,NA,NA
"1295","random_caret_new","OCS","clusterStrong",95,5.61326536685731,NA,NA,NA
"1296","random_caret_new","OCS","clusterStrong",96,6.6554443314269,NA,NA,NA
"1297","random_caret_new","OCS","clusterStrong",97,7.52236234067224,NA,NA,NA
"1298","random_caret_new","OCS","clusterStrong",98,6.07859663523592,NA,NA,NA
"1299","random_caret_new","OCS","clusterStrong",99,6.80012830257905,NA,NA,NA
"1300","random_caret_new","OCS","clusterStrong",100,5.84669033789423,NA,NA,NA
"1301","random_caret_new","OCS","regular",1,7.43506141333678,NA,NA,NA
"1302","random_caret_new","OCS","regular",2,7.85676186599447,NA,NA,NA
"1303","random_caret_new","OCS","regular",3,7.54458700207467,NA,NA,NA
"1304","random_caret_new","OCS","regular",4,7.14047323152334,NA,NA,NA
"1305","random_caret_new","OCS","regular",5,7.97970456551975,NA,NA,NA
"1306","random_caret_new","OCS","regular",6,7.18729845289901,NA,NA,NA
"1307","random_caret_new","OCS","regular",7,8.06525182247878,NA,NA,NA
"1308","random_caret_new","OCS","regular",8,7.68680189389322,NA,NA,NA
"1309","random_caret_new","OCS","regular",9,7.54231822958596,NA,NA,NA
"1310","random_caret_new","OCS","regular",10,8.00133004963067,NA,NA,NA
"1311","random_caret_new","OCS","regular",11,7.66383187541563,NA,NA,NA
"1312","random_caret_new","OCS","regular",12,8.32148832173181,NA,NA,NA
"1313","random_caret_new","OCS","regular",13,7.54373168954601,NA,NA,NA
"1314","random_caret_new","OCS","regular",14,7.74741894512606,NA,NA,NA
"1315","random_caret_new","OCS","regular",15,7.39028029027346,NA,NA,NA
"1316","random_caret_new","OCS","regular",16,7.42307955478865,NA,NA,NA
"1317","random_caret_new","OCS","regular",17,7.78021946773105,NA,NA,NA
"1318","random_caret_new","OCS","regular",18,7.53365873175855,NA,NA,NA
"1319","random_caret_new","OCS","regular",19,7.29893633051825,NA,NA,NA
"1320","random_caret_new","OCS","regular",20,7.69611236244582,NA,NA,NA
"1321","random_caret_new","OCS","regular",21,7.56249639219943,NA,NA,NA
"1322","random_caret_new","OCS","regular",22,7.45496953320839,NA,NA,NA
"1323","random_caret_new","OCS","regular",23,7.61962973080216,NA,NA,NA
"1324","random_caret_new","OCS","regular",24,7.67493846606973,NA,NA,NA
"1325","random_caret_new","OCS","regular",25,7.50805651183596,NA,NA,NA
"1326","random_caret_new","OCS","regular",26,7.4593220666803,NA,NA,NA
"1327","random_caret_new","OCS","regular",27,7.71907566261709,NA,NA,NA
"1328","random_caret_new","OCS","regular",28,7.75402968221473,NA,NA,NA
"1329","random_caret_new","OCS","regular",29,7.48401728187259,NA,NA,NA
"1330","random_caret_new","OCS","regular",30,7.26607042834529,NA,NA,NA
"1331","random_caret_new","OCS","regular",31,7.47769198959423,NA,NA,NA
"1332","random_caret_new","OCS","regular",32,8.22789054266411,NA,NA,NA
"1333","random_caret_new","OCS","regular",33,7.44762785238151,NA,NA,NA
"1334","random_caret_new","OCS","regular",34,7.27155905171336,NA,NA,NA
"1335","random_caret_new","OCS","regular",35,7.88154775917284,NA,NA,NA
"1336","random_caret_new","OCS","regular",36,7.39162580049417,NA,NA,NA
"1337","random_caret_new","OCS","regular",37,7.34291610890284,NA,NA,NA
"1338","random_caret_new","OCS","regular",38,7.41494526169454,NA,NA,NA
"1339","random_caret_new","OCS","regular",39,7.57033924222967,NA,NA,NA
"1340","random_caret_new","OCS","regular",40,7.43044775762931,NA,NA,NA
"1341","random_caret_new","OCS","regular",41,7.89839526365409,NA,NA,NA
"1342","random_caret_new","OCS","regular",42,7.98914405163953,NA,NA,NA
"1343","random_caret_new","OCS","regular",43,7.08728169977951,NA,NA,NA
"1344","random_caret_new","OCS","regular",44,7.47416064794723,NA,NA,NA
"1345","random_caret_new","OCS","regular",45,7.42519245204614,NA,NA,NA
"1346","random_caret_new","OCS","regular",46,7.58442043145829,NA,NA,NA
"1347","random_caret_new","OCS","regular",47,7.73646185999859,NA,NA,NA
"1348","random_caret_new","OCS","regular",48,7.54244394715726,NA,NA,NA
"1349","random_caret_new","OCS","regular",49,7.03091547590547,NA,NA,NA
"1350","random_caret_new","OCS","regular",50,7.40730077642682,NA,NA,NA
"1351","random_caret_new","OCS","regular",51,7.94551298688017,NA,NA,NA
"1352","random_caret_new","OCS","regular",52,7.42117411076496,NA,NA,NA
"1353","random_caret_new","OCS","regular",53,7.65361544226964,NA,NA,NA
"1354","random_caret_new","OCS","regular",54,7.03143013075508,NA,NA,NA
"1355","random_caret_new","OCS","regular",55,7.61850029807074,NA,NA,NA
"1356","random_caret_new","OCS","regular",56,7.78024318338437,NA,NA,NA
"1357","random_caret_new","OCS","regular",57,7.45364259733276,NA,NA,NA
"1358","random_caret_new","OCS","regular",58,7.84216723335888,NA,NA,NA
"1359","random_caret_new","OCS","regular",59,7.73921364494206,NA,NA,NA
"1360","random_caret_new","OCS","regular",60,7.42485824526424,NA,NA,NA
"1361","random_caret_new","OCS","regular",61,7.33563426144038,NA,NA,NA
"1362","random_caret_new","OCS","regular",62,7.68708213480406,NA,NA,NA
"1363","random_caret_new","OCS","regular",63,7.51186472129625,NA,NA,NA
"1364","random_caret_new","OCS","regular",64,7.84357746290741,NA,NA,NA
"1365","random_caret_new","OCS","regular",65,7.62440041562028,NA,NA,NA
"1366","random_caret_new","OCS","regular",66,7.64434287913389,NA,NA,NA
"1367","random_caret_new","OCS","regular",67,7.28169792846712,NA,NA,NA
"1368","random_caret_new","OCS","regular",68,7.57567983744709,NA,NA,NA
"1369","random_caret_new","OCS","regular",69,7.59495862715686,NA,NA,NA
"1370","random_caret_new","OCS","regular",70,7.76122014498872,NA,NA,NA
"1371","random_caret_new","OCS","regular",71,7.20158642043673,NA,NA,NA
"1372","random_caret_new","OCS","regular",72,7.29475835441151,NA,NA,NA
"1373","random_caret_new","OCS","regular",73,7.62211798294113,NA,NA,NA
"1374","random_caret_new","OCS","regular",74,8.5503078214173,NA,NA,NA
"1375","random_caret_new","OCS","regular",75,6.86266638020163,NA,NA,NA
"1376","random_caret_new","OCS","regular",76,7.84200392231628,NA,NA,NA
"1377","random_caret_new","OCS","regular",77,7.08687957307468,NA,NA,NA
"1378","random_caret_new","OCS","regular",78,7.63564320047297,NA,NA,NA
"1379","random_caret_new","OCS","regular",79,7.9594605816043,NA,NA,NA
"1380","random_caret_new","OCS","regular",80,7.48104367636395,NA,NA,NA
"1381","random_caret_new","OCS","regular",81,7.93844440549492,NA,NA,NA
"1382","random_caret_new","OCS","regular",82,7.61345793733699,NA,NA,NA
"1383","random_caret_new","OCS","regular",83,7.40464665291912,NA,NA,NA
"1384","random_caret_new","OCS","regular",84,7.29187624489785,NA,NA,NA
"1385","random_caret_new","OCS","regular",85,7.59058189205458,NA,NA,NA
"1386","random_caret_new","OCS","regular",86,7.56057401976574,NA,NA,NA
"1387","random_caret_new","OCS","regular",87,7.21513461456864,NA,NA,NA
"1388","random_caret_new","OCS","regular",88,7.69700033545172,NA,NA,NA
"1389","random_caret_new","OCS","regular",89,7.49703099203438,NA,NA,NA
"1390","random_caret_new","OCS","regular",90,7.53686911736951,NA,NA,NA
"1391","random_caret_new","OCS","regular",91,6.81367342802355,NA,NA,NA
"1392","random_caret_new","OCS","regular",92,7.71581814848643,NA,NA,NA
"1393","random_caret_new","OCS","regular",93,7.1790054971526,NA,NA,NA
"1394","random_caret_new","OCS","regular",94,7.89116625306725,NA,NA,NA
"1395","random_caret_new","OCS","regular",95,7.60788758272413,NA,NA,NA
"1396","random_caret_new","OCS","regular",96,7.58355828627773,NA,NA,NA
"1397","random_caret_new","OCS","regular",97,7.57395860505271,NA,NA,NA
"1398","random_caret_new","OCS","regular",98,7.90800358573544,NA,NA,NA
"1399","random_caret_new","OCS","regular",99,7.08286590016327,NA,NA,NA
"1400","random_caret_new","OCS","regular",100,7.28799867269481,NA,NA,NA
"1401","random_caret_new","OCS","simpleRandom",1,7.14500237469026,NA,NA,NA
"1402","random_caret_new","OCS","simpleRandom",2,7.4080894805187,NA,NA,NA
"1403","random_caret_new","OCS","simpleRandom",3,7.01548601257726,NA,NA,NA
"1404","random_caret_new","OCS","simpleRandom",4,7.46473731210779,NA,NA,NA
"1405","random_caret_new","OCS","simpleRandom",5,7.86909694515693,NA,NA,NA
"1406","random_caret_new","OCS","simpleRandom",6,6.95153175510016,NA,NA,NA
"1407","random_caret_new","OCS","simpleRandom",7,7.43631839634008,NA,NA,NA
"1408","random_caret_new","OCS","simpleRandom",8,7.78578127351335,NA,NA,NA
"1409","random_caret_new","OCS","simpleRandom",9,7.11057926991723,NA,NA,NA
"1410","random_caret_new","OCS","simpleRandom",10,7.66424089872929,NA,NA,NA
"1411","random_caret_new","OCS","simpleRandom",11,7.70910785911297,NA,NA,NA
"1412","random_caret_new","OCS","simpleRandom",12,7.16587082341451,NA,NA,NA
"1413","random_caret_new","OCS","simpleRandom",13,7.51349591404912,NA,NA,NA
"1414","random_caret_new","OCS","simpleRandom",14,7.83894588891673,NA,NA,NA
"1415","random_caret_new","OCS","simpleRandom",15,7.80417407129671,NA,NA,NA
"1416","random_caret_new","OCS","simpleRandom",16,7.31789006583189,NA,NA,NA
"1417","random_caret_new","OCS","simpleRandom",17,7.74464493274782,NA,NA,NA
"1418","random_caret_new","OCS","simpleRandom",18,7.66581396290802,NA,NA,NA
"1419","random_caret_new","OCS","simpleRandom",19,7.31924691063783,NA,NA,NA
"1420","random_caret_new","OCS","simpleRandom",20,6.94324681785193,NA,NA,NA
"1421","random_caret_new","OCS","simpleRandom",21,7.65176000053109,NA,NA,NA
"1422","random_caret_new","OCS","simpleRandom",22,7.26684263014936,NA,NA,NA
"1423","random_caret_new","OCS","simpleRandom",23,7.25942862325224,NA,NA,NA
"1424","random_caret_new","OCS","simpleRandom",24,7.82902133480381,NA,NA,NA
"1425","random_caret_new","OCS","simpleRandom",25,7.21472297241672,NA,NA,NA
"1426","random_caret_new","OCS","simpleRandom",26,7.80808352255624,NA,NA,NA
"1427","random_caret_new","OCS","simpleRandom",27,7.5263340935986,NA,NA,NA
"1428","random_caret_new","OCS","simpleRandom",28,8.05888008105583,NA,NA,NA
"1429","random_caret_new","OCS","simpleRandom",29,7.56166365564021,NA,NA,NA
"1430","random_caret_new","OCS","simpleRandom",30,7.83441568174163,NA,NA,NA
"1431","random_caret_new","OCS","simpleRandom",31,8.12583159166677,NA,NA,NA
"1432","random_caret_new","OCS","simpleRandom",32,7.10886020071577,NA,NA,NA
"1433","random_caret_new","OCS","simpleRandom",33,7.25181237671985,NA,NA,NA
"1434","random_caret_new","OCS","simpleRandom",34,7.00715712193591,NA,NA,NA
"1435","random_caret_new","OCS","simpleRandom",35,7.24814952194539,NA,NA,NA
"1436","random_caret_new","OCS","simpleRandom",36,7.59398356987666,NA,NA,NA
"1437","random_caret_new","OCS","simpleRandom",37,7.19269880209382,NA,NA,NA
"1438","random_caret_new","OCS","simpleRandom",38,7.50590916081346,NA,NA,NA
"1439","random_caret_new","OCS","simpleRandom",39,7.18708679525962,NA,NA,NA
"1440","random_caret_new","OCS","simpleRandom",40,7.54861935376599,NA,NA,NA
"1441","random_caret_new","OCS","simpleRandom",41,8.00506373392881,NA,NA,NA
"1442","random_caret_new","OCS","simpleRandom",42,7.20689228181502,NA,NA,NA
"1443","random_caret_new","OCS","simpleRandom",43,7.85248791895031,NA,NA,NA
"1444","random_caret_new","OCS","simpleRandom",44,7.57090108000339,NA,NA,NA
"1445","random_caret_new","OCS","simpleRandom",45,7.66479560147814,NA,NA,NA
"1446","random_caret_new","OCS","simpleRandom",46,7.32884178003519,NA,NA,NA
