"","method","variate","design","number","RMSE","time_mod","time_alg","time_overall"
"2037","nndm_caret","OCS","clusterGapped",37,8.0068050595548,297.063666666666,546.904666666667,843.968333333333
"2038","nndm_caret","OCS","clusterGapped",38,8.34725447461312,258.957333333333,672.874999999998,931.832333333331
"2039","nndm_caret","OCS","clusterGapped",39,8.17278817779689,294.273333333333,899.844666666668,1194.118
"2040","nndm_caret","OCS","clusterGapped",40,10.0126185625757,345.614666666666,1013.88666666667,1359.50133333333
"2041","nndm_caret","OCS","clusterGapped",41,8.83836631483889,199.784666666668,506.292666666667,706.077333333335
"2042","nndm_caret","OCS","clusterGapped",42,9.79573235259368,229.764666666667,542.916666666665,772.681333333333
"2043","nndm_caret","OCS","clusterGapped",43,9.85694769584407,344.081333333332,1299.7,1643.78133333333
"2044","nndm_caret","OCS","clusterGapped",44,8.08449584612397,325.728666666667,1124.23366666667,1449.96233333333
"2045","nndm_caret","OCS","clusterGapped",45,8.31077264650228,281.007666666667,530.406333333334,811.414000000001
"2046","nndm_caret","OCS","clusterGapped",46,7.86085221037052,297.425999999999,693.880333333334,991.306333333334
"2047","nndm_caret","OCS","clusterGapped",47,8.19178564937524,200.338333333334,763.967333333333,964.305666666667
"2048","nndm_caret","OCS","clusterGapped",48,8.25881911369333,208.780666666666,400.721000000001,609.501666666667
"2049","nndm_caret","OCS","clusterGapped",49,8.52238619036044,245.476,683.379333333333,928.855333333333
"2050","nndm_caret","OCS","clusterGapped",50,8.19949944186764,242.040666666668,614.343,856.383666666667
"2051","nndm_caret","OCS","clusterGapped",51,8.64079478645415,267.592666666667,777.541333333333,1045.134
"2052","nndm_caret","OCS","clusterGapped",52,8.62974841732127,202.295333333334,818.877666666668,1021.173
"2053","nndm_caret","OCS","clusterGapped",53,9.09326806396655,290.039333333333,495.563000000001,785.602333333334
"2054","nndm_caret","OCS","clusterGapped",54,9.47186402227358,205.709,886.287999999999,1091.997
"2055","nndm_caret","OCS","clusterGapped",55,9.78331830585622,286.612666666665,1233.72633333333,1520.339
"2056","nndm_caret","OCS","clusterGapped",56,9.43585870429355,378.998666666669,1207.10433333333,1586.103
"2057","nndm_caret","OCS","clusterGapped",57,8.70773872484422,383.872000000001,912.852666666668,1296.72466666667
"2058","nndm_caret","OCS","clusterGapped",58,8.61428640250512,387.031000000001,983.409000000002,1370.44
"2059","nndm_caret","OCS","clusterGapped",59,9.22039134697742,276.778666666666,915.239666666667,1192.01833333333
"2060","nndm_caret","OCS","clusterGapped",60,9.38301873817102,265.769333333334,734.565666666667,1000.335
"2061","nndm_caret","OCS","clusterGapped",61,9.34162006635086,196.207666666667,1342.78466666667,1538.99233333334
"2062","nndm_caret","OCS","clusterGapped",62,9.31151065475661,244.942,1133.89433333333,1378.83633333334
"2063","nndm_caret","OCS","clusterGapped",63,8.5588299936484,382.827666666667,400.096999999999,782.924666666666
"2064","nndm_caret","OCS","clusterGapped",64,7.91021058920896,335.237666666665,339.861666666669,675.099333333334
"2065","nndm_caret","OCS","clusterGapped",65,8.20844602549971,245.910333333331,1092.23733333334,1338.14766666667
"2066","nndm_caret","OCS","clusterGapped",66,9.35940902796308,206.564000000001,733.433,939.997000000001
"2067","nndm_caret","OCS","clusterGapped",67,9.09229975708582,238.922666666665,993.869999999998,1232.79266666666
"2068","nndm_caret","OCS","clusterGapped",68,8.94999314571069,196.737666666668,884.821000000001,1081.55866666667
"2069","nndm_caret","OCS","clusterGapped",69,9.19348715447788,232.726666666667,895.582666666669,1128.30933333334
"2070","nndm_caret","OCS","clusterGapped",70,8.54654717942038,254.238000000002,518.771000000001,773.009000000003
"2071","nndm_caret","OCS","clusterGapped",71,9.19118606070217,255.597666666666,1115.624,1371.22166666666
"2072","nndm_caret","OCS","clusterGapped",72,8.53439983395688,194.14366666667,896.512,1090.65566666667
"2073","nndm_caret","OCS","clusterGapped",73,8.67593059152758,222.706333333335,616.447666666665,839.154
"2074","nndm_caret","OCS","clusterGapped",74,9.36024876470041,222.250333333332,839.270333333334,1061.52066666667
"2075","nndm_caret","OCS","clusterGapped",75,8.45423347982945,195.009333333335,563.568666666664,758.577999999999
"2076","nndm_caret","OCS","clusterGapped",76,8.45944798416662,245.376666666666,989.570333333332,1234.947
"2077","nndm_caret","OCS","clusterGapped",77,8.88623933651449,199.124333333333,697.437333333333,896.561666666666
"2078","nndm_caret","OCS","clusterGapped",78,9.66039372507923,184.293666666667,1394.12566666667,1578.41933333333
"2079","nndm_caret","OCS","clusterGapped",79,8.61620768617731,229.750333333332,1180.036,1409.78633333333
"2080","nndm_caret","OCS","clusterGapped",80,9.78407321744186,193.385666666666,936.920666666665,1130.30633333333
"2081","nndm_caret","OCS","clusterGapped",81,8.45663659994826,196.119000000001,563.125333333335,759.244333333336
"2082","nndm_caret","OCS","clusterGapped",82,9.09709104200357,208.683666666669,775.226999999999,983.910666666668
"2083","nndm_caret","OCS","clusterGapped",83,9.04283083446044,219.464999999999,679.873666666666,899.338666666665
"2084","nndm_caret","OCS","clusterGapped",84,9.46179389763145,202.666,1078.72266666667,1281.38866666667
"2085","nndm_caret","OCS","clusterGapped",85,9.31169233131904,231.559333333333,732.29366666667,963.853000000003
"2086","nndm_caret","OCS","clusterGapped",86,8.3674623230445,234.921000000002,365.62033333333,600.541333333332
"2087","nndm_caret","OCS","clusterGapped",87,9.29812233078211,255.115333333333,871.241333333334,1126.35666666667
"2088","nndm_caret","OCS","clusterGapped",88,7.9104841102339,226.651999999999,511.609000000002,738.261000000001
"2089","nndm_caret","OCS","clusterGapped",89,8.92381950744098,180.476999999999,334.645999999998,515.122999999997
"2090","nndm_caret","OCS","clusterGapped",90,9.69318844751469,176.193000000002,667.932333333333,844.125333333335
"2091","nndm_caret","OCS","clusterGapped",91,8.28657136850806,74.5793333333374,751.880333333332,826.459666666669
"2092","nndm_caret","OCS","clusterGapped",92,8.81009623337418,67.0900000000014,741.862999999998,808.952999999999
"2093","nndm_caret","OCS","clusterGapped",93,10.531488687449,185.600666666668,788.024333333335,973.625000000002
"2094","nndm_caret","OCS","clusterGapped",94,9.64088880793265,246.867000000001,587.432333333335,834.299333333336
"2095","nndm_caret","OCS","clusterGapped",95,8.93690536230657,74.2666666666676,432.220000000001,506.486666666669
"2096","nndm_caret","OCS","clusterGapped",96,8.02006732870837,71.2746666666668,246.936666666666,318.211333333333
"2097","nndm_caret","OCS","clusterGapped",97,8.8370988612487,79.0959999999977,272.486333333332,351.582333333329
"2098","nndm_caret","OCS","clusterGapped",98,8.40717266448933,71.4693333333319,353.857333333336,425.326666666668
"2099","nndm_caret","OCS","clusterGapped",99,9.24811713142333,67.7593333333328,557.029666666667,624.789
"2100","nndm_caret","OCS","clusterGapped",100,9.70160830196898,71.1050000000008,541.740666666667,612.845666666668
"2101","nndm_caret","OCS","clusterMedium",1,7.75782370147998,445.451333333333,7.33933333333327,452.790666666667
"2102","nndm_caret","OCS","clusterMedium",2,7.10646680925989,446.315333333333,6.70166666666675,453.017
"2103","nndm_caret","OCS","clusterMedium",3,7.22325677144045,446.040333333333,6.27933333333332,452.319666666667
"2104","nndm_caret","OCS","clusterMedium",4,6.90771652831337,449.984333333333,6.59366666666657,456.578
"2105","nndm_caret","OCS","clusterMedium",5,7.60218960246132,444.363,6.03266666666665,450.395666666667
"2106","nndm_caret","OCS","clusterMedium",6,7.72504865619092,445.323666666667,6.38966666666662,451.713333333333
"2107","nndm_caret","OCS","clusterMedium",7,7.33790407778956,445.811333333333,7.90933333333328,453.720666666667
"2108","nndm_caret","OCS","clusterMedium",8,7.59339594962,445.924666666667,7.33966666666667,453.264333333333
"2109","nndm_caret","OCS","clusterMedium",9,7.56272862790177,451.976333333333,5.03933333333339,457.015666666667
"2110","nndm_caret","OCS","clusterMedium",10,7.56898670534424,450.375333333333,5.58033333333318,455.955666666667
"2111","nndm_caret","OCS","clusterMedium",11,7.29975058618544,447.441666666667,7.12300000000005,454.564666666667
"2112","nndm_caret","OCS","clusterMedium",12,6.86317643992316,447.627666666667,7.97466666666666,455.602333333333
"2113","nndm_caret","OCS","clusterMedium",13,7.53342501592594,447.614666666667,9.81800000000013,457.432666666667
"2114","nndm_caret","OCS","clusterMedium",14,7.40253433864186,449.121333333333,7.6423333333333,456.763666666667
"2115","nndm_caret","OCS","clusterMedium",15,7.8847563640856,447.394666666667,8.48833333333331,455.883
"2116","nndm_caret","OCS","clusterMedium",16,6.89933232544984,445.382666666667,8.62500000000008,454.007666666667
"2117","nndm_caret","OCS","clusterMedium",17,7.41642094947826,446.540333333333,8.71599999999997,455.256333333333
"2118","nndm_caret","OCS","clusterMedium",18,7.9044716406213,448.903666666667,6.17666666666681,455.080333333333
"2119","nndm_caret","OCS","clusterMedium",19,7.04670822201442,449.715666666667,7.42633333333341,457.142
"2120","nndm_caret","OCS","clusterMedium",20,7.54606284010592,448.513666666667,4.99766666666665,453.511333333333
"2121","nndm_caret","OCS","clusterMedium",21,7.24303567198917,447.500333333333,5.17733333333331,452.677666666667
"2122","nndm_caret","OCS","clusterMedium",22,8.05800643894384,447.208333333333,9.46166666666674,456.67
"2123","nndm_caret","OCS","clusterMedium",23,7.35020183400175,446.745,5.09066666666672,451.835666666667
"2124","nndm_caret","OCS","clusterMedium",24,7.10832191087295,446.516666666667,6.54499999999992,453.061666666667
"2125","nndm_caret","OCS","clusterMedium",25,7.06765727213008,450.924,4.95066666666662,455.874666666667
"2126","nndm_caret","OCS","clusterMedium",26,6.98408898500967,447.547,4.59399999999998,452.141
"2127","nndm_caret","OCS","clusterMedium",27,7.08462360445086,450.450666666667,6.14366666666668,456.594333333333
"2128","nndm_caret","OCS","clusterMedium",28,7.95284684645024,450.170333333333,6.65233333333337,456.822666666667
"2129","nndm_caret","OCS","clusterMedium",29,7.64863706972397,450.338,5.41233333333328,455.750333333333
"2130","nndm_caret","OCS","clusterMedium",30,7.33014271990159,444.967666666667,9.82966666666668,454.797333333333
"2131","nndm_caret","OCS","clusterMedium",31,7.47903068289297,435.874333333333,5.30633333333268,441.180666666666
"2132","nndm_caret","OCS","clusterMedium",32,7.38618948086164,434.738666666668,9.30533333333248,444.044
"2133","nndm_caret","OCS","clusterMedium",33,8.09907944821305,447.889000000001,8.52233333333364,456.411333333335
"2134","nndm_caret","OCS","clusterMedium",34,7.38641598839912,450.139333333334,5.42200000000048,455.561333333334
"2135","nndm_caret","OCS","clusterMedium",35,7.35563347309976,283.632999999998,9.51766666666663,293.150666666665
"2136","nndm_caret","OCS","clusterMedium",36,7.79184837106364,417.667000000001,4.40000000000024,422.067000000002
"2137","nndm_caret","OCS","clusterMedium",37,6.50076599797585,261.610666666669,12.4610000000005,274.071666666669
"2138","nndm_caret","OCS","clusterMedium",38,7.02765755093574,414.464666666668,8.94366666666732,423.408333333335
"2139","nndm_caret","OCS","clusterMedium",39,7.94010485297305,297.807666666666,9.98000000000078,307.787666666667
"2140","nndm_caret","OCS","clusterMedium",40,6.86271934811971,381.932666666668,6.67200000000109,388.604666666669
"2141","nndm_caret","OCS","clusterMedium",41,7.6110473373224,454.153,7.71066666666654,461.863666666666
"2142","nndm_caret","OCS","clusterMedium",42,7.48346970696968,378.140666666665,5.82733333333211,383.967999999997
"2143","nndm_caret","OCS","clusterMedium",43,7.96239344439936,429.018333333333,4.47099999999894,433.489333333332
"2144","nndm_caret","OCS","clusterMedium",44,7.10993024855334,402.138666666667,9.17733333333308,411.316
"2145","nndm_caret","OCS","clusterMedium",45,6.81425574093294,305.442000000002,9.2489999999998,314.691000000001
"2146","nndm_caret","OCS","clusterMedium",46,7.25888975520203,354.238999999999,10.650666666667,364.889666666666
"2147","nndm_caret","OCS","clusterMedium",47,7.72601578602176,443.474666666667,5.99699999999939,449.471666666666
"2148","nndm_caret","OCS","clusterMedium",48,7.36674072012916,414.809666666667,6.50366666666741,421.313333333334
"2149","nndm_caret","OCS","clusterMedium",49,7.59042531331077,384.569666666666,9.32366666666591,393.893333333332
"2150","nndm_caret","OCS","clusterMedium",50,7.03494558189663,387.543666666668,5.34300000000076,392.886666666669
"2151","nndm_caret","OCS","clusterMedium",51,7.27951865576341,434.070666666668,5.38733333333342,439.458000000001
"2152","nndm_caret","OCS","clusterMedium",52,7.70000530183064,453.532333333334,5.99099999999999,459.523333333334
"2153","nndm_caret","OCS","clusterMedium",53,7.51287125241384,279.870666666666,11.1713333333331,291.041999999999
"2154","nndm_caret","OCS","clusterMedium",54,7.05409338490783,451.077000000001,4.6913333333323,455.768333333333
"2155","nndm_caret","OCS","clusterMedium",55,7.63357815253123,443.497000000001,4.96300000000095,448.460000000002
"2156","nndm_caret","OCS","clusterMedium",56,6.99962972476136,422.454999999999,8.34499999999874,430.799999999998
"2157","nndm_caret","OCS","clusterMedium",57,7.19746864502697,258.044333333334,9.02066666666724,267.065000000001
"2158","nndm_caret","OCS","clusterMedium",58,7.5968631537379,319.985333333334,13.3420000000018,333.327333333336
"2159","nndm_caret","OCS","clusterMedium",59,7.20595736130284,432.105666666665,6.28766666666464,438.39333333333
"2160","nndm_caret","OCS","clusterMedium",60,7.50512774407324,388.055,7.53866666666606,395.593666666666
"2161","nndm_caret","OCS","clusterMedium",61,7.7158191009833,393.550666666666,4.66300000000047,398.213666666667
"2162","nndm_caret","OCS","clusterMedium",62,7.46803316923758,404.101666666667,6.2980000000025,410.399666666669
"2163","nndm_caret","OCS","clusterMedium",63,7.48054879540922,253.036999999999,8.51533333333282,261.552333333332
"2164","nndm_caret","OCS","clusterMedium",64,7.78760613984275,270.903333333334,13.3396666666667,284.243000000001
"2165","nndm_caret","OCS","clusterMedium",65,8.06585811568264,367.185333333332,7.41966666666364,374.604999999996
"2166","nndm_caret","OCS","clusterMedium",66,7.66806643991436,312.262666666664,7.18199999999827,319.444666666663
"2167","nndm_caret","OCS","clusterMedium",67,7.18711672218861,347.562333333335,12.9676666666686,360.530000000004
"2168","nndm_caret","OCS","clusterMedium",68,7.32459851776975,423.508000000002,5.76433333333262,429.272333333334
"2169","nndm_caret","OCS","clusterMedium",69,6.99325812696166,348.551333333337,9.17400000000149,357.725333333338
"2170","nndm_caret","OCS","clusterMedium",70,7.10465359853091,290.830333333336,12.9080000000007,303.738333333337
"2171","nndm_caret","OCS","clusterMedium",71,6.67738089596262,277.499,9.99633333333259,287.495333333332
"2172","nndm_caret","OCS","clusterMedium",72,6.84988594324512,408.619000000004,5.84766666666837,414.466666666672
"2173","nndm_caret","OCS","clusterMedium",73,7.20003183595793,287.434333333331,11.0553333333325,298.489666666663
"2174","nndm_caret","OCS","clusterMedium",74,7.34325422038367,304.792000000001,4.92066666666506,309.712666666666
"2175","nndm_caret","OCS","clusterMedium",75,7.89699321019912,370.849666666669,13.9683333333354,384.818000000004
"2176","nndm_caret","OCS","clusterMedium",76,7.7639171842441,360.490666666667,8.84433333333436,369.335000000002
"2177","nndm_caret","OCS","clusterMedium",77,6.89666906852678,408.182999999997,6.09599999999894,414.278999999996
"2178","nndm_caret","OCS","clusterMedium",78,7.33789588572891,412.011000000001,7.26466666666602,419.275666666667
"2179","nndm_caret","OCS","clusterMedium",79,7.56591387862905,417.837000000002,5.66033333333326,423.497333333335
"2180","nndm_caret","OCS","clusterMedium",80,7.47338600125629,401.057333333333,5.23166666666657,406.288999999999
"2181","nndm_caret","OCS","clusterMedium",81,7.1489977905711,417.681666666668,7.56599999999647,425.247666666665
"2182","nndm_caret","OCS","clusterMedium",82,7.37909759133988,407.093666666668,5.60766666666799,412.701333333336
"2183","nndm_caret","OCS","clusterMedium",83,7.29637653627902,365.277666666666,7.44166666666812,372.719333333334
"2184","nndm_caret","OCS","clusterMedium",84,7.7728158773392,415.538666666664,10.645666666666,426.18433333333
"2185","nndm_caret","OCS","clusterMedium",85,6.81730223801108,337.967666666666,7.5169999999974,345.484666666664
"2186","nndm_caret","OCS","clusterMedium",86,7.58208345664853,224.345666666666,12.257666666667,236.603333333333
"2187","nndm_caret","OCS","clusterMedium",87,7.7492932070796,259.901999999999,16.3816666666656,276.283666666665
"2188","nndm_caret","OCS","clusterMedium",88,7.11851279674488,238.463000000003,11.9363333333337,250.399333333337
"2189","nndm_caret","OCS","clusterMedium",89,7.09796513228651,364.028000000001,6.48666666666638,370.514666666667
"2190","nndm_caret","OCS","clusterMedium",90,7.29392864688446,417.382666666665,6.8143333333331,424.196999999998
"2191","nndm_caret","OCS","clusterMedium",91,7.37523243241293,257.022666666664,5.40966666666645,262.43233333333
"2192","nndm_caret","OCS","clusterMedium",92,7.53462405628645,140.420000000001,6.46533333333112,146.885333333332
"2193","nndm_caret","OCS","clusterMedium",93,7.17621202227203,194.899333333335,10.5439999999993,205.443333333334
"2194","nndm_caret","OCS","clusterMedium",94,7.15493891326048,193.136333333333,12.9370000000029,206.073333333336
"2195","nndm_caret","OCS","clusterMedium",95,7.48111860324922,142.645333333331,5.004333333333,147.649666666664
"2196","nndm_caret","OCS","clusterMedium",96,7.12074674800627,164.387999999999,7.24600000000161,171.634000000001
"2197","nndm_caret","OCS","clusterMedium",97,7.4534061371607,138.466999999999,3.71433333333213,142.181333333331
"2198","nndm_caret","OCS","clusterMedium",98,7.27581880482489,255.408666666665,7.45300000000134,262.861666666666
"2199","nndm_caret","OCS","clusterMedium",99,7.57212673069438,139.564000000001,7.21399999999994,146.778000000001
"2200","nndm_caret","OCS","clusterMedium",100,7.46485518635134,138.712999999999,4.0540000000013,142.767
"2201","nndm_caret","OCS","clusterStrong",1,8.3626479576895,258.497666666667,286.203666666666,544.701333333333
"2202","nndm_caret","OCS","clusterStrong",2,9.4421003821383,281.735666666667,336.177333333333,617.913
"2203","nndm_caret","OCS","clusterStrong",3,7.5878936241486,193.383333333334,373.961,567.344333333333
"2204","nndm_caret","OCS","clusterStrong",4,7.02550087886393,264.076666666667,289.842333333333,553.919
"2205","nndm_caret","OCS","clusterStrong",5,7.19501588290557,238.531333333333,417.053,655.584333333333
"2206","nndm_caret","OCS","clusterStrong",6,7.96939798826251,287.531,342.139333333333,629.670333333333
"2207","nndm_caret","OCS","clusterStrong",7,8.50431999243995,239.041333333333,450.158,689.199333333333
"2208","nndm_caret","OCS","clusterStrong",8,7.88692767073289,209.851,382.174666666666,592.025666666666
"2209","nndm_caret","OCS","clusterStrong",9,6.97167115485792,253.056666666667,267.600666666667,520.657333333334
"2210","nndm_caret","OCS","clusterStrong",10,6.93071702744947,247.044333333334,413.319,660.363333333334
"2211","nndm_caret","OCS","clusterStrong",11,8.52166570210279,289.172,288.998666666666,578.170666666666
"2212","nndm_caret","OCS","clusterStrong",12,6.40977747094643,283.789666666666,303.018333333334,586.808
"2213","nndm_caret","OCS","clusterStrong",13,8.15989940442457,223.933,395.95,619.883
"2214","nndm_caret","OCS","clusterStrong",14,8.14514452963589,240.899333333334,432.844333333333,673.743666666667
"2215","nndm_caret","OCS","clusterStrong",15,7.63894725740137,232.814333333333,379.053,611.867333333333
"2216","nndm_caret","OCS","clusterStrong",16,9.43663546095044,243.236333333333,425.745,668.981333333333
"2217","nndm_caret","OCS","clusterStrong",17,6.74056373190587,276.715,256.537666666667,533.252666666667
"2218","nndm_caret","OCS","clusterStrong",18,7.17257884927635,257.163,242.257666666667,499.420666666667
"2219","nndm_caret","OCS","clusterStrong",19,8.25452213008782,203.272333333333,338.515,541.787333333333
"2220","nndm_caret","OCS","clusterStrong",20,8.32094585471578,209.213666666667,394.784666666667,603.998333333333
"2221","nndm_caret","OCS","clusterStrong",21,9.90866855234023,213.023666666667,313.276333333333,526.3
"2222","nndm_caret","OCS","clusterStrong",22,9.04106317628305,251.830666666666,252.793,504.623666666666
"2223","nndm_caret","OCS","clusterStrong",23,8.33834051909321,286.624,346.347333333333,632.971333333334
"2224","nndm_caret","OCS","clusterStrong",24,7.85009179178548,260.214333333333,236.233333333333,496.447666666667
"2225","nndm_caret","OCS","clusterStrong",25,8.02999057049978,262.324333333333,229.929666666667,492.254
"2226","nndm_caret","OCS","clusterStrong",26,8.49010437954125,243.477333333333,436.801,680.278333333333
"2227","nndm_caret","OCS","clusterStrong",27,7.79961617760861,261.521333333333,230.747,492.268333333333
"2228","nndm_caret","OCS","clusterStrong",28,6.26892012063021,217.248,283.841666666667,501.089666666667
"2229","nndm_caret","OCS","clusterStrong",29,7.32043266706905,203.722666666667,326.239666666667,529.962333333334
"2230","nndm_caret","OCS","clusterStrong",30,6.65948944796839,249.181666666667,384.800000000001,633.981666666667
"2231","nndm_caret","OCS","clusterStrong",31,8.4361529719536,267.85,310.977666666666,578.827666666665
"2232","nndm_caret","OCS","clusterStrong",32,8.14274085294458,246.177666666668,322.915333333334,569.093000000002
"2233","nndm_caret","OCS","clusterStrong",33,7.14989490365312,307.909666666666,327.373,635.282666666666
"2234","nndm_caret","OCS","clusterStrong",34,8.95742530827125,358.544999999999,332.190666666667,690.735666666666
"2235","nndm_caret","OCS","clusterStrong",35,7.27775816003714,184.699000000001,282.823333333334,467.522333333334
"2236","nndm_caret","OCS","clusterStrong",36,7.74635760912254,192.152666666667,357.433000000001,549.585666666668
"2237","nndm_caret","OCS","clusterStrong",37,6.84376884338617,184.272333333332,412.359333333333,596.631666666664
"2238","nndm_caret","OCS","clusterStrong",38,8.04516178593996,219.665000000001,358.982333333333,578.647333333334
"2239","nndm_caret","OCS","clusterStrong",39,8.20781352643456,192.075666666668,269.040333333334,461.116000000002
"2240","nndm_caret","OCS","clusterStrong",40,7.37228537656733,195.364666666666,448.029666666667,643.394333333332
"2241","nndm_caret","OCS","clusterStrong",41,7.04647910951308,353.390333333334,257.006,610.396333333334
"2242","nndm_caret","OCS","clusterStrong",42,7.36857812412221,196.683666666666,330.280333333332,526.963999999999
"2243","nndm_caret","OCS","clusterStrong",43,7.46236894671861,228.937666666666,327.653333333333,556.590999999999
"2244","nndm_caret","OCS","clusterStrong",44,6.5395770859617,218.220999999999,328.200333333333,546.421333333332
"2245","nndm_caret","OCS","clusterStrong",45,7.25723008492005,206.163666666667,351.494000000001,557.657666666669
"2246","nndm_caret","OCS","clusterStrong",46,7.74101551092837,215.245,354.805333333334,570.050333333334
"2247","nndm_caret","OCS","clusterStrong",47,9.06139243480167,310.329999999999,368.959333333334,679.289333333333
"2248","nndm_caret","OCS","clusterStrong",48,8.76661944120429,215.133333333335,332.963333333333,548.096666666668
"2249","nndm_caret","OCS","clusterStrong",49,7.50580091609047,227.999333333333,300.957333333333,528.956666666666
"2250","nndm_caret","OCS","clusterStrong",50,8.20947595680167,182.623666666666,487.701333333334,670.325000000001
"2251","nndm_caret","OCS","clusterStrong",51,9.19876804317036,246.289000000001,398.175999999999,644.465
"2252","nndm_caret","OCS","clusterStrong",52,7.50425367977239,364.348666666667,309.594,673.942666666667
"2253","nndm_caret","OCS","clusterStrong",53,6.75246469643055,183.983333333334,410.285333333333,594.268666666667
"2254","nndm_caret","OCS","clusterStrong",54,7.96459310070904,354.171,272.326000000001,626.497000000001
"2255","nndm_caret","OCS","clusterStrong",55,8.65957652641379,320.809,292.747666666667,613.556666666667
"2256","nndm_caret","OCS","clusterStrong",56,7.98460424059456,204.203333333332,408.620666666666,612.823999999998
"2257","nndm_caret","OCS","clusterStrong",57,7.49700116065762,184.283666666667,263.750666666668,448.034333333335
"2258","nndm_caret","OCS","clusterStrong",58,6.57920036034712,190.882666666667,437.828,628.710666666667
"2259","nndm_caret","OCS","clusterStrong",59,6.98390000730956,225.561666666666,575.731666666667,801.293333333332
"2260","nndm_caret","OCS","clusterStrong",60,7.89499083066778,207.008999999999,290.963666666665,497.972666666665
"2261","nndm_caret","OCS","clusterStrong",61,7.84421041463263,419.349666666669,275.710666666666,695.060333333335
"2262","nndm_caret","OCS","clusterStrong",62,7.07152658925621,263.191000000001,388.414666666666,651.605666666668
"2263","nndm_caret","OCS","clusterStrong",63,8.00127102199172,404.88,231.454666666667,636.334666666667
"2264","nndm_caret","OCS","clusterStrong",64,7.68167219925792,399.648000000002,288.220999999998,687.869
"2265","nndm_caret","OCS","clusterStrong",65,6.58163145898176,218.325666666664,326.591333333333,544.916999999997
"2266","nndm_caret","OCS","clusterStrong",66,7.33067569471641,234.337333333334,350.110666666665,584.447999999999
"2267","nndm_caret","OCS","clusterStrong",67,9.63698940482709,250.411333333332,322.464999999999,572.876333333331
"2268","nndm_caret","OCS","clusterStrong",68,6.8434541685413,286.323333333334,345.345666666666,631.668999999999
"2269","nndm_caret","OCS","clusterStrong",69,9.70198874917115,189.110000000001,427.788999999997,616.898999999998
"2270","nndm_caret","OCS","clusterStrong",70,7.70983872281207,187.840333333334,546.834333333335,734.674666666668
"2271","nndm_caret","OCS","clusterStrong",71,6.96287889734015,402.086333333335,221.843000000001,623.929333333336
"2272","nndm_caret","OCS","clusterStrong",72,7.64803408396961,315.630999999999,348.975000000001,664.606
"2273","nndm_caret","OCS","clusterStrong",73,7.77066471029251,210.559333333336,289.756999999998,500.316333333334
"2274","nndm_caret","OCS","clusterStrong",74,8.45648410208267,207.742000000001,404.585666666663,612.327666666664
"2275","nndm_caret","OCS","clusterStrong",75,7.74164885282184,248.553666666664,346.629333333335,595.183
"2276","nndm_caret","OCS","clusterStrong",76,9.62571614145602,229.198666666668,371.808000000002,601.00666666667
"2277","nndm_caret","OCS","clusterStrong",77,8.82906712907283,347.765666666666,274.158666666667,621.924333333334
"2278","nndm_caret","OCS","clusterStrong",78,7.68146915587876,391.447,353.818000000002,745.265000000002
"2279","nndm_caret","OCS","clusterStrong",79,7.75235263904516,258.596000000003,371.604999999998,630.201000000001
"2280","nndm_caret","OCS","clusterStrong",80,7.51452472404164,263.190999999999,407.536333333332,670.727333333331
"2281","nndm_caret","OCS","clusterStrong",81,7.05460572084955,235.079333333333,422.493333333332,657.572666666665
"2282","nndm_caret","OCS","clusterStrong",82,6.27138111537359,413.695,287.683666666667,701.378666666666
"2283","nndm_caret","OCS","clusterStrong",83,7.13348214457177,244.653000000001,423.057666666665,667.710666666666
"2284","nndm_caret","OCS","clusterStrong",84,8.26663238219638,292.070333333332,481.310999999997,773.381333333329
"2285","nndm_caret","OCS","clusterStrong",85,6.56083113176933,242.387666666669,317.253333333334,559.641000000003
"2286","nndm_caret","OCS","clusterStrong",86,7.10446348084404,189.118666666667,390.023999999998,579.142666666664
"2287","nndm_caret","OCS","clusterStrong",87,8.19924528545805,192.404000000002,388.744666666668,581.14866666667
"2288","nndm_caret","OCS","clusterStrong",88,7.88714889261208,178.302000000001,307.522666666664,485.824666666665
"2289","nndm_caret","OCS","clusterStrong",89,7.9958020264694,257.255999999999,379.226,636.481999999999
"2290","nndm_caret","OCS","clusterStrong",90,8.79688521964248,283.431666666666,316.342333333332,599.773999999998
"2291","nndm_caret","OCS","clusterStrong",91,7.68952248820435,116.621333333334,283.98566666667,400.607000000004
"2292","nndm_caret","OCS","clusterStrong",92,7.13204928642629,86.4756666666653,207.195333333332,293.670999999997
"2293","nndm_caret","OCS","clusterStrong",93,9.46076692583612,193.084,439.743,632.827
"2294","nndm_caret","OCS","clusterStrong",94,6.91820509497169,193.680666666665,367.253666666664,560.934333333328
"2295","nndm_caret","OCS","clusterStrong",95,6.79762057507597,83.15633333333,204.254333333331,287.410666666661
"2296","nndm_caret","OCS","clusterStrong",96,7.96913640292864,90.2806666666681,206.879000000001,297.159666666669
"2297","nndm_caret","OCS","clusterStrong",97,9.39303508295248,66.5799999999993,191.60366666667,258.183666666669
"2298","nndm_caret","OCS","clusterStrong",98,7.57903887143783,107.771999999997,226.635333333332,334.407333333329
"2299","nndm_caret","OCS","clusterStrong",99,9.24040986552721,88.4226666666679,184.831666666668,273.254333333335
"2300","nndm_caret","OCS","clusterStrong",100,6.72101090854013,82.767333333332,194.700333333334,277.467666666666
"2301","nndm_caret","OCS","regular",1,7.48265697244969,393.798,2.63466666666682,396.432666666667
