"","method","variate","design","number","RMSE","MEC"
"876","exhaustive_old","OCS","regular",82,7.39243750388993,0.791349149925168
"877","exhaustive_old","OCS","regular",83,7.46601464162955,0.78717506487303
"878","exhaustive_old","OCS","regular",84,7.50835147648941,0.784754528188296
"879","exhaustive_old","OCS","regular",85,7.39040890014623,0.791463648510874
"880","exhaustive_old","OCS","regular",87,7.49635045780313,0.785442056077431
"881","exhaustive_old","OCS","regular",89,7.46391300288125,0.787294865917696
"882","exhaustive_old","OCS","regular",90,7.4961934544911,0.785451043372047
"883","exhaustive_old","OCS","regular",91,7.46393901950351,0.787293383081878
"884","exhaustive_old","OCS","regular",92,7.32513838422404,0.795130879781196
"885","exhaustive_old","OCS","regular",94,7.42394956372123,0.789566508712861
"886","exhaustive_old","OCS","regular",95,7.3305416591144,0.794828531243191
"887","exhaustive_old","OCS","regular",96,7.36489803208632,0.792900852187815
"888","exhaustive_old","OCS","regular",97,7.40651971906011,0.790553454381447
"889","exhaustive_old","OCS","regular",98,7.32667818936458,0.795044740335384
"890","exhaustive_old","OCS","regular",99,7.40151187063516,0.790836589240832
"891","exhaustive_old","OCS","regular",100,7.44532896876351,0.788352755626827
"892","exhaustive_old","OCS","simpleRandom",1,7.41631442890195,0.789999125304969
"893","exhaustive_old","OCS","simpleRandom",2,7.50087124734403,0.78518319310342
"894","exhaustive_old","OCS","simpleRandom",3,7.39706279455222,0.791087971459973
"895","exhaustive_old","OCS","simpleRandom",4,7.36896269799602,0.792672194266746
"896","exhaustive_old","OCS","simpleRandom",5,7.58081762052941,0.780579635531951
"897","exhaustive_old","OCS","simpleRandom",6,7.46130809935725,0.78744330807314
"898","exhaustive_old","OCS","simpleRandom",7,7.50830663852729,0.784757098962859
"899","exhaustive_old","OCS","simpleRandom",8,7.46576332849238,0.787189392410409
"900","exhaustive_old","OCS","simpleRandom",9,7.57496550760221,0.78091827370718
"901","exhaustive_old","OCS","simpleRandom",10,7.36962415825329,0.792634971861273
"902","exhaustive_old","OCS","simpleRandom",11,7.32347055063692,0.795224160940665
"903","exhaustive_old","OCS","simpleRandom",12,7.39618839729749,0.791137358983803
"904","exhaustive_old","OCS","simpleRandom",13,7.40520903892161,0.790627576411257
"905","exhaustive_old","OCS","simpleRandom",14,7.41343237683078,0.79016231036457
"906","exhaustive_old","OCS","simpleRandom",15,7.40430754625628,0.790678550317421
"907","exhaustive_old","OCS","simpleRandom",16,7.51373580889903,0.784445707077987
"908","exhaustive_old","OCS","simpleRandom",17,7.40027584053324,0.790906442721954
"909","exhaustive_old","OCS","simpleRandom",18,7.31802938184505,0.795528335300988
"910","exhaustive_old","OCS","simpleRandom",19,7.53514694815604,0.783215469836023
"911","exhaustive_old","OCS","simpleRandom",20,7.51976128527957,0.784099850339645
"912","exhaustive_old","OCS","simpleRandom",21,7.36567110596894,0.79285737260551
"913","exhaustive_old","OCS","simpleRandom",22,7.41114724771843,0.790291651886061
"914","exhaustive_old","OCS","simpleRandom",23,7.40513147071409,0.790631962663815
"915","exhaustive_old","OCS","simpleRandom",24,7.32113464671194,0.795354771256481
"916","exhaustive_old","OCS","simpleRandom",25,7.33880268717117,0.79436584175221
"917","exhaustive_old","OCS","simpleRandom",26,7.42353385625723,0.789590074692949
"918","exhaustive_old","OCS","simpleRandom",27,7.48946034644523,0.785836287576535
"919","exhaustive_old","OCS","simpleRandom",28,7.3813084294651,0.791976911180348
"920","exhaustive_old","OCS","simpleRandom",29,7.35535082017694,0.793437434743154
"921","exhaustive_old","OCS","simpleRandom",30,7.49937165636198,0.785269077831896
"922","exhaustive_old","OCS","simpleRandom",31,7.31868066635582,0.795491938848607
"923","exhaustive_old","OCS","simpleRandom",32,7.42545229402307,0.78948130964578
"924","exhaustive_old","OCS","simpleRandom",33,7.41114637203982,0.790291701443059
"925","exhaustive_old","OCS","simpleRandom",34,7.43470879586621,0.788956121101512
"926","exhaustive_old","OCS","simpleRandom",35,7.42811655533676,0.789330213819708
"927","exhaustive_old","OCS","simpleRandom",36,7.46004906659168,0.787515036316273
"928","exhaustive_old","OCS","simpleRandom",37,7.38240986873087,0.791914824113967
"929","exhaustive_old","OCS","simpleRandom",38,7.37492830892116,0.792336370156889
"930","exhaustive_old","OCS","simpleRandom",39,7.46424272677022,0.787276072688703
"931","exhaustive_old","OCS","simpleRandom",40,7.42754053099235,0.789362885956554
"932","exhaustive_old","OCS","simpleRandom",41,7.43078239035862,0.789178974493682
"933","exhaustive_old","OCS","simpleRandom",42,7.45944508362345,0.787549441479746
"934","exhaustive_old","OCS","simpleRandom",43,7.3493450327366,0.793774621755772
"935","exhaustive_old","OCS","simpleRandom",44,7.36653581496968,0.792808733830917
"936","exhaustive_old","OCS","simpleRandom",45,7.37130502090022,0.792540369512103
"937","exhaustive_old","OCS","simpleRandom",46,7.38363322259971,0.791845853980509
"938","exhaustive_old","OCS","simpleRandom",47,7.49955195933943,0.785258752409498
"939","exhaustive_old","OCS","simpleRandom",48,7.30386770241719,0.796318947146808
"940","exhaustive_old","OCS","simpleRandom",49,7.48386821483057,0.78615598605831
"941","exhaustive_old","OCS","simpleRandom",50,7.47842901965161,0.786466712174192
"942","exhaustive_old","OCS","simpleRandom",51,7.44312400788506,0.788478097244977
"943","exhaustive_old","OCS","simpleRandom",52,7.34703603757394,0.793904183940511
"944","exhaustive_old","OCS","simpleRandom",53,7.40709825782928,0.790520732486726
"945","exhaustive_old","OCS","simpleRandom",54,7.37863808531889,0.792127397442264
"946","exhaustive_old","OCS","simpleRandom",55,7.40257295749742,0.79077661326298
"947","exhaustive_old","OCS","simpleRandom",56,7.38249690386236,0.791909917632824
"948","exhaustive_old","OCS","simpleRandom",57,7.50433744716406,0.784984610833561
"949","exhaustive_old","OCS","simpleRandom",58,7.41260364552528,0.79020922233024
"950","exhaustive_old","OCS","simpleRandom",59,7.36722969652417,0.792769699752377
"951","exhaustive_old","OCS","simpleRandom",60,7.41385424275181,0.790138427799938
"952","exhaustive_old","OCS","simpleRandom",61,7.48399638074013,0.78614866157144
"953","exhaustive_old","OCS","simpleRandom",62,7.4403324088697,0.788636733216126
"954","exhaustive_old","OCS","simpleRandom",63,7.43092304105683,0.789170993529227
"955","exhaustive_old","OCS","simpleRandom",64,7.35823503355104,0.793275406490258
"956","exhaustive_old","OCS","simpleRandom",65,7.52704799760052,0.783681229470159
"957","exhaustive_old","OCS","simpleRandom",66,7.52838079629394,0.783604616460653
"958","exhaustive_old","OCS","simpleRandom",67,7.50761509544531,0.784796746486999
"959","exhaustive_old","OCS","simpleRandom",68,7.54646113176344,0.782563967903795
"960","exhaustive_old","OCS","simpleRandom",69,7.53143319918336,0.783429104669239
"961","exhaustive_old","OCS","simpleRandom",70,7.39813079496744,0.791027640962177
"962","exhaustive_old","OCS","simpleRandom",71,7.45432750988258,0.787840846118622
"963","exhaustive_old","OCS","simpleRandom",72,7.44752670649886,0.78822778766663
"964","exhaustive_old","OCS","simpleRandom",73,7.43518684664505,0.788928980042718
"965","exhaustive_old","OCS","simpleRandom",74,7.48651782978606,0.786004539083964
"966","exhaustive_old","OCS","simpleRandom",75,7.4496815190262,0.788105224713972
"967","exhaustive_old","OCS","simpleRandom",76,7.44967028429026,0.788105863823187
"968","exhaustive_old","OCS","simpleRandom",77,7.45760287109576,0.787654363695222
"969","exhaustive_old","OCS","simpleRandom",78,7.54159259455876,0.782844431533401
"970","exhaustive_old","OCS","simpleRandom",79,7.45430387143818,0.787842191673779
"971","exhaustive_old","OCS","simpleRandom",80,7.52282242031777,0.783924037835265
"972","exhaustive_old","OCS","simpleRandom",81,7.52943699845936,0.783543893361833
"973","exhaustive_old","OCS","simpleRandom",82,7.38468550758039,0.791786519210464
"974","exhaustive_old","OCS","simpleRandom",83,7.38217508565803,0.791928059385648
"975","exhaustive_old","OCS","simpleRandom",84,7.42524616361481,0.78949299747288
"976","exhaustive_old","OCS","simpleRandom",85,7.6290718191146,0.777777391199546
"977","exhaustive_old","OCS","simpleRandom",87,7.54502738587717,0.782646581037748
"978","exhaustive_old","OCS","simpleRandom",89,7.44166888095345,0.788560794007918
"979","exhaustive_old","OCS","simpleRandom",90,7.386435750268,0.7916878102518
"980","exhaustive_old","OCS","simpleRandom",91,7.36386047422849,0.792959199828583
"981","exhaustive_old","OCS","simpleRandom",92,7.42646175949025,0.789424067127802
"982","exhaustive_old","OCS","simpleRandom",94,7.56029458531128,0.781766071224307
"983","exhaustive_old","OCS","simpleRandom",95,7.4982279106766,0.785334571008842
"984","exhaustive_old","OCS","simpleRandom",96,7.42084846735958,0.789742274518773
"985","exhaustive_old","OCS","simpleRandom",97,7.4099456989183,0.790359645242459
"986","exhaustive_old","OCS","simpleRandom",98,7.48412401499562,0.786141367343137
"987","exhaustive_old","OCS","simpleRandom",99,7.40077853361948,0.790878034738822
"988","exhaustive_old","OCS","simpleRandom",100,7.3006374132368,0.796499071769064
"989","random","AGB","clusterGapped",1,24.439662475801,0.872351563696259
"990","random","AGB","clusterGapped",2,25.6772660455184,0.897571016404827
"991","random","AGB","clusterGapped",3,26.5248706506848,0.869690323430453
"992","random","AGB","clusterGapped",4,24.763492056355,0.871680355648424
"993","random","AGB","clusterGapped",5,21.703530500666,0.843780508847683
"994","random","AGB","clusterGapped",6,23.2769357571771,0.883110367783176
"995","random","AGB","clusterGapped",7,20.1331517457201,0.862203043572247
"996","random","AGB","clusterGapped",8,23.8597078189706,0.863735026792031
"997","random","AGB","clusterGapped",9,19.6524823041861,0.854198854172377
"998","random","AGB","clusterGapped",10,25.9668229575796,0.869078803207988
"999","random","AGB","clusterGapped",11,24.7934489878995,0.88955391566712
"1000","random","AGB","clusterGapped",12,23.5630800826011,0.861843062190263
"1001","random","AGB","clusterGapped",13,23.2181185155423,0.891156897317335
"1002","random","AGB","clusterGapped",14,27.7311662118744,0.87155194205366
"1003","random","AGB","clusterGapped",15,24.6219553489471,0.859636056752195
"1004","random","AGB","clusterGapped",16,22.5092931980279,0.850697731994983
"1005","random","AGB","clusterGapped",17,26.1530032326267,0.876025229353343
"1006","random","AGB","clusterGapped",18,22.7565157409654,0.87875348563875
"1007","random","AGB","clusterGapped",19,24.0743820150277,0.875868532758162
"1008","random","AGB","clusterGapped",20,27.5250688295015,0.86372882936925
"1009","random","AGB","clusterGapped",21,28.1914777796663,0.870442932809278
"1010","random","AGB","clusterGapped",22,25.2325193847025,0.8815628534373
"1011","random","AGB","clusterGapped",23,23.5767279019243,0.86740922679196
"1012","random","AGB","clusterGapped",24,26.2340008280789,0.873869312387913
"1013","random","AGB","clusterGapped",25,24.3885282721072,0.858905239835322
"1014","random","AGB","clusterGapped",26,27.1711627400667,0.86808941845579
"1015","random","AGB","clusterGapped",27,20.2497693924783,0.842125975790221
"1016","random","AGB","clusterGapped",28,24.1900495775037,0.819252498098219
"1017","random","AGB","clusterGapped",29,25.9741476394032,0.863703471530798
"1018","random","AGB","clusterGapped",30,23.8103974785656,0.87500994563334
"1019","random","AGB","clusterGapped",31,25.8297851755701,0.8809938488416
"1020","random","AGB","clusterGapped",32,25.6640373247264,0.860947840984196
"1021","random","AGB","clusterGapped",33,27.1561324628314,0.858503484709618
"1022","random","AGB","clusterGapped",34,26.5630973241581,0.873217610738116
"1023","random","AGB","clusterGapped",35,22.5613697479732,0.882686611925751
"1024","random","AGB","clusterGapped",36,21.672161050168,0.851421486405683
"1025","random","AGB","clusterGapped",37,24.6692808722101,0.865974334026896
"1026","random","AGB","clusterGapped",38,23.4212538356668,0.879862387861529
"1027","random","AGB","clusterGapped",39,25.0930113468352,0.845252248134011
"1028","random","AGB","clusterGapped",40,20.1171848424418,0.836120158424497
"1029","random","AGB","clusterGapped",41,24.424345592475,0.903841368059236
"1030","random","AGB","clusterGapped",42,28.1117031241888,0.880041839925193
"1031","random","AGB","clusterGapped",43,21.3327848659611,0.851146356686597
"1032","random","AGB","clusterGapped",44,19.2160502997633,0.840246186202448
"1033","random","AGB","clusterGapped",45,26.3570607284571,0.872668155287851
"1034","random","AGB","clusterGapped",46,23.4437313980931,0.881182018178039
"1035","random","AGB","clusterGapped",47,26.0303229273764,0.885622229812741
"1036","random","AGB","clusterGapped",48,27.8321159531591,0.869121057867544
"1037","random","AGB","clusterGapped",49,24.1286521543687,0.896654933714152
"1038","random","AGB","clusterGapped",50,26.1017753559993,0.864613313550989
"1039","random","AGB","clusterGapped",51,25.2087526640817,0.901937039821428
"1040","random","AGB","clusterGapped",52,24.82092770941,0.868217876413927
"1041","random","AGB","clusterGapped",53,26.6367071178574,0.892576230281971
"1042","random","AGB","clusterGapped",54,19.968428684015,0.860292700565565
"1043","random","AGB","clusterGapped",55,20.568174019415,0.878729066257337
"1044","random","AGB","clusterGapped",56,20.838893042647,0.877665551373194
"1045","random","AGB","clusterGapped",57,19.0429060320827,0.854812658127276
"1046","random","AGB","clusterGapped",58,17.9421603874706,0.838240653194762
"1047","random","AGB","clusterGapped",59,22.002656297092,0.856459363596845
"1048","random","AGB","clusterGapped",60,22.3083128298945,0.868934802269444
"1049","random","AGB","clusterGapped",61,18.1506127873086,0.868809880083169
"1050","random","AGB","clusterGapped",62,19.5144209387535,0.852300426892233
"1051","random","AGB","clusterGapped",63,25.4603847636995,0.878758944630534
"1052","random","AGB","clusterGapped",64,26.1267033660088,0.871849158644621
"1053","random","AGB","clusterGapped",65,21.7303887398507,0.845811153791237
"1054","random","AGB","clusterGapped",66,24.7688927974155,0.879163964022901
"1055","random","AGB","clusterGapped",67,19.9282513793699,0.840361336510288
"1056","random","AGB","clusterGapped",68,20.2459705104395,0.866123938653977
"1057","random","AGB","clusterGapped",69,20.8173294387432,0.842446265338709
"1058","random","AGB","clusterGapped",70,26.3950709722131,0.888924349267812
"1059","random","AGB","clusterGapped",71,21.6366117144782,0.852884153354592
"1060","random","AGB","clusterGapped",72,19.8725694808883,0.872987555749029
"1061","random","AGB","clusterGapped",73,24.1335775530868,0.897841695614601
"1062","random","AGB","clusterGapped",74,23.6968674438883,0.870664914830853
"1063","random","AGB","clusterGapped",75,22.5104354883757,0.894706965694625
"1064","random","AGB","clusterGapped",76,19.7598988113083,0.847156360636032
"1065","random","AGB","clusterGapped",77,27.4556734130325,0.859933946403054
"1066","random","AGB","clusterGapped",78,21.5497606610387,0.87692320142947
"1067","random","AGB","clusterGapped",79,20.4828333027421,0.854250019987001
"1068","random","AGB","clusterGapped",80,26.7933844068468,0.878793856926013
"1069","random","AGB","clusterGapped",81,25.4915106474838,0.896391082217612
"1070","random","AGB","clusterGapped",82,24.4569935004221,0.895925046327706
"1071","random","AGB","clusterGapped",83,23.962719641416,0.886820553536319
"1072","random","AGB","clusterGapped",84,18.871116170855,0.85760380138557
"1073","random","AGB","clusterGapped",85,23.2922664943916,0.851336018062945
"1074","random","AGB","clusterGapped",86,27.5999401478563,0.854787925660017
"1075","random","AGB","clusterGapped",87,17.8005484072818,0.862212001677974
"1076","random","AGB","clusterGapped",88,25.3170047473899,0.862352209053509
"1077","random","AGB","clusterGapped",89,28.8062811665337,0.848723733318055
"1078","random","AGB","clusterGapped",90,22.3278556975695,0.8581386596299
"1079","random","AGB","clusterGapped",91,19.894486507204,0.860605656958241
"1080","random","AGB","clusterGapped",92,21.6842222482574,0.822973827141277
"1081","random","AGB","clusterGapped",93,19.3329043745291,0.872630194666835
"1082","random","AGB","clusterGapped",94,21.6190065328972,0.859417641150639
"1083","random","AGB","clusterGapped",95,26.194735139283,0.864124348535811
"1084","random","AGB","clusterGapped",96,27.7849057399773,0.858057249773285
"1085","random","AGB","clusterGapped",97,27.7143700437606,0.844640456328718
"1086","random","AGB","clusterGapped",98,26.8499571048038,0.87553396045609
"1087","random","AGB","clusterGapped",99,21.0840892337323,0.876142749366011
"1088","random","AGB","clusterGapped",100,24.2710139894988,0.849251286614931
"1089","random","AGB","clusterMedium",1,27.7595125537704,0.839510136254057
"1090","random","AGB","clusterMedium",2,29.0071508588406,0.843184786063017
"1091","random","AGB","clusterMedium",3,29.3946629754296,0.832303323942672
"1092","random","AGB","clusterMedium",4,26.8145336200306,0.844461481542996
"1093","random","AGB","clusterMedium",5,29.8804618706919,0.829062503746043
"1094","random","AGB","clusterMedium",6,30.9221387042186,0.838533426355276
"1095","random","AGB","clusterMedium",7,29.8058356162157,0.828840850468803
"1096","random","AGB","clusterMedium",8,30.3033822213179,0.813324678054397
"1097","random","AGB","clusterMedium",9,30.9565762754404,0.796645451746993
"1098","random","AGB","clusterMedium",10,29.3007363984791,0.838738550704448
"1099","random","AGB","clusterMedium",11,25.6169123925704,0.852437941282402
"1100","random","AGB","clusterMedium",12,29.8145615490377,0.829217127571618
"1101","random","AGB","clusterMedium",13,29.6636598910801,0.837362151866093
"1102","random","AGB","clusterMedium",14,28.7869993157042,0.836756831459924
"1103","random","AGB","clusterMedium",15,29.0318196570108,0.841815808853763
"1104","random","AGB","clusterMedium",16,30.4497473115121,0.803720550773543
"1105","random","AGB","clusterMedium",17,27.9977390096576,0.819485990411825
"1106","random","AGB","clusterMedium",18,25.9174192617579,0.866083257370185
"1107","random","AGB","clusterMedium",19,32.3432632193668,0.814715610172956
"1108","random","AGB","clusterMedium",20,30.1291363726501,0.824843730970177
"1109","random","AGB","clusterMedium",21,27.2024767198357,0.865830465038653
"1110","random","AGB","clusterMedium",22,30.6739854348958,0.824672053278643
"1111","random","AGB","clusterMedium",23,28.0901881880214,0.83949335359874
"1112","random","AGB","clusterMedium",24,27.8183193916826,0.841004171719604
"1113","random","AGB","clusterMedium",25,30.3282450213637,0.816973366859135
"1114","random","AGB","clusterMedium",26,26.9126432153687,0.883124683468612
"1115","random","AGB","clusterMedium",27,28.2500447449299,0.841359615187677
"1116","random","AGB","clusterMedium",28,30.0375182759316,0.818079285689354
"1117","random","AGB","clusterMedium",29,30.3058097005615,0.828142418384723
"1118","random","AGB","clusterMedium",30,28.2526637968889,0.839763005317462
"1119","random","AGB","clusterMedium",31,27.0418332249889,0.823684420441687
"1120","random","AGB","clusterMedium",32,29.1252833099621,0.856141765918742
"1121","random","AGB","clusterMedium",33,33.0669005284541,0.799812512855585
"1122","random","AGB","clusterMedium",34,29.9405320662063,0.82029459164556
"1123","random","AGB","clusterMedium",35,29.0087277334666,0.849897209557209
"1124","random","AGB","clusterMedium",36,28.1837578686499,0.844524296254751
"1125","random","AGB","clusterMedium",37,30.530793670089,0.836445485804994
"1126","random","AGB","clusterMedium",38,29.2889837780917,0.837575675996228
"1127","random","AGB","clusterMedium",39,29.8365813866471,0.849575117591805
"1128","random","AGB","clusterMedium",40,29.6563274062144,0.817754128993719
"1129","random","AGB","clusterMedium",41,25.5752629917371,0.859648708260013
"1130","random","AGB","clusterMedium",42,32.2343371441504,0.818675789688
"1131","random","AGB","clusterMedium",43,32.2494828017065,0.823939711643495
"1132","random","AGB","clusterMedium",44,32.0557105221526,0.82194302084978
"1133","random","AGB","clusterMedium",45,29.1771404394989,0.855896362578803
"1134","random","AGB","clusterMedium",46,28.4899601460261,0.841508349717201
"1135","random","AGB","clusterMedium",47,26.8483709218424,0.823659724926853
"1136","random","AGB","clusterMedium",48,29.4672037363636,0.833481112558204
"1137","random","AGB","clusterMedium",49,29.777543193221,0.845432801259195
"1138","random","AGB","clusterMedium",50,27.7565488147123,0.835720864660292
"1139","random","AGB","clusterMedium",51,30.1514128465791,0.821438631006055
"1140","random","AGB","clusterMedium",52,29.8732737318463,0.830448704104443
"1141","random","AGB","clusterMedium",53,28.352840913985,0.837342698310335
"1142","random","AGB","clusterMedium",54,28.7419851313759,0.83786899629475
"1143","random","AGB","clusterMedium",55,28.4315429597615,0.84332174428154
"1144","random","AGB","clusterMedium",56,32.0771256574641,0.8178501467004
"1145","random","AGB","clusterMedium",57,27.4332075207725,0.849258825656951
"1146","random","AGB","clusterMedium",58,31.33491416928,0.821441034016344
"1147","random","AGB","clusterMedium",59,31.0150583611792,0.818002565015846
"1148","random","AGB","clusterMedium",60,29.9593112544693,0.851574032969144
"1149","random","AGB","clusterMedium",61,29.3916177768918,0.824171055000022
"1150","random","AGB","clusterMedium",62,27.9469497949661,0.865200400325998
"1151","random","AGB","clusterMedium",63,30.9590931641507,0.833234567003492
"1152","random","AGB","clusterMedium",64,28.781814702976,0.821879324399779
"1153","random","AGB","clusterMedium",65,30.9193794664131,0.811348107166216
"1154","random","AGB","clusterMedium",66,28.3205444492429,0.823986543457222
"1155","random","AGB","clusterMedium",67,29.95489644916,0.826997770281164
"1156","random","AGB","clusterMedium",68,29.3358828284236,0.827747939400934
"1157","random","AGB","clusterMedium",69,30.6681456748002,0.839998712714106
"1158","random","AGB","clusterMedium",70,31.5990151838793,0.818994670804057
"1159","random","AGB","clusterMedium",71,27.1639615022585,0.853463005281933
"1160","random","AGB","clusterMedium",72,29.0576691416482,0.845683772983538
"1161","random","AGB","clusterMedium",73,30.1867021248537,0.849098795261043
"1162","random","AGB","clusterMedium",74,30.0690438142276,0.844327841840871
"1163","random","AGB","clusterMedium",75,29.0326927779144,0.832234140781233
"1164","random","AGB","clusterMedium",76,30.4365145445966,0.828648373247397
"1165","random","AGB","clusterMedium",77,28.4497524702581,0.842268706547399
"1166","random","AGB","clusterMedium",78,31.2167881163359,0.826693003371963
"1167","random","AGB","clusterMedium",79,29.8179106096615,0.831901972410511
"1168","random","AGB","clusterMedium",80,30.9328626555074,0.822829350555139
"1169","random","AGB","clusterMedium",81,30.5344368891631,0.815812056440711
"1170","random","AGB","clusterMedium",82,32.313103510951,0.817814041994765
"1171","random","AGB","clusterMedium",83,29.2176027968945,0.849437079683972
"1172","random","AGB","clusterMedium",84,27.6339722933782,0.859237305503889
"1173","random","AGB","clusterMedium",85,29.7075429079715,0.817265747665897
"1174","random","AGB","clusterMedium",86,29.7369065709427,0.83759022412116
"1175","random","AGB","clusterMedium",87,29.8849035086009,0.835545149816388
"1176","random","AGB","clusterMedium",88,27.5092703461638,0.864366374852343
"1177","random","AGB","clusterMedium",89,29.2818262000437,0.861645302777917
"1178","random","AGB","clusterMedium",90,30.6082146229001,0.844511761953883
"1179","random","AGB","clusterMedium",91,31.2272245516251,0.815917565346911
"1180","random","AGB","clusterMedium",92,28.9915695134006,0.839190794491832
"1181","random","AGB","clusterMedium",93,29.071504474742,0.844321834548872
"1182","random","AGB","clusterMedium",94,28.4895888274345,0.826611507786226
"1183","random","AGB","clusterMedium",95,31.839737431171,0.814314192518236
"1184","random","AGB","clusterMedium",96,28.0263975598701,0.835510970361297
"1185","random","AGB","clusterMedium",97,30.7665327164995,0.825436740496099
"1186","random","AGB","clusterMedium",98,30.1705892632561,0.831438564166503
"1187","random","AGB","clusterMedium",99,29.8269371444315,0.834741131526205
"1188","random","AGB","clusterMedium",100,32.5944987641147,0.823412225251723
"1189","random","AGB","clusterStrong",1,24.1807020034989,0.812882909830498
"1190","random","AGB","clusterStrong",2,31.1770944489513,0.840078098090578
"1191","random","AGB","clusterStrong",3,27.4051594955699,0.810398342617136
"1192","random","AGB","clusterStrong",4,23.5835537099835,0.852811170201962
"1193","random","AGB","clusterStrong",5,27.2863710207968,0.842424972453159
"1194","random","AGB","clusterStrong",6,27.4538750247933,0.864699475438043
"1195","random","AGB","clusterStrong",7,24.9743921639174,0.877456934805865
"1196","random","AGB","clusterStrong",8,28.3377594202458,0.850464179811753
"1197","random","AGB","clusterStrong",9,31.566099561684,0.849067192921095
"1198","random","AGB","clusterStrong",10,26.8240606808277,0.838819451299256
"1199","random","AGB","clusterStrong",11,28.2197643965053,0.85720369400273
"1200","random","AGB","clusterStrong",12,23.0584535145285,0.851126762504326
"1201","random","AGB","clusterStrong",13,32.2203610147156,0.871861143291073
"1202","random","AGB","clusterStrong",14,25.7937716719564,0.865813714926133
"1203","random","AGB","clusterStrong",15,24.1813042217632,0.820012050857332
"1204","random","AGB","clusterStrong",16,28.7107711182105,0.868770191293001
"1205","random","AGB","clusterStrong",17,26.2841700987407,0.840293372235258
"1206","random","AGB","clusterStrong",18,30.003108145042,0.862015711038959
"1207","random","AGB","clusterStrong",19,23.5371288267552,0.87299847614232
"1208","random","AGB","clusterStrong",20,26.4013448060768,0.814743345042624
"1209","random","AGB","clusterStrong",21,28.5963539098894,0.821939072651256
"1210","random","AGB","clusterStrong",22,28.2430037618419,0.831621731684874
"1211","random","AGB","clusterStrong",23,30.7796101103729,0.851467723485844
"1212","random","AGB","clusterStrong",24,31.361938446159,0.832169315495761
"1213","random","AGB","clusterStrong",25,32.7140814660368,0.830496491471226
"1214","random","AGB","clusterStrong",26,34.0418456493578,0.827412375423344
"1215","random","AGB","clusterStrong",27,29.2081333966158,0.814279443550888
"1216","random","AGB","clusterStrong",28,21.4269225311667,0.899168912825976
"1217","random","AGB","clusterStrong",29,30.4958390937179,0.864560275387973
"1218","random","AGB","clusterStrong",30,31.951599587589,0.844260740775105
"1219","random","AGB","clusterStrong",31,31.1475624953283,0.874864721569026
"1220","random","AGB","clusterStrong",32,30.3448442029053,0.84791598968465
"1221","random","AGB","clusterStrong",33,28.7111704775553,0.839754765204857
"1222","random","AGB","clusterStrong",34,31.2524833609228,0.819404668059178
"1223","random","AGB","clusterStrong",35,28.719274460769,0.815668726791973
"1224","random","AGB","clusterStrong",36,29.2304444212962,0.829900632212053
"1225","random","AGB","clusterStrong",37,23.3272584145498,0.906022639146831
"1226","random","AGB","clusterStrong",38,31.3869531618593,0.824398466683234
"1227","random","AGB","clusterStrong",39,32.2986553604085,0.831221706750964
"1228","random","AGB","clusterStrong",40,27.7686095866259,0.860665553345052
"1229","random","AGB","clusterStrong",41,26.7590645643286,0.783133473711966
"1230","random","AGB","clusterStrong",42,33.5030820921237,0.830438731783464
"1231","random","AGB","clusterStrong",43,22.5871773828897,0.848251778501558
"1232","random","AGB","clusterStrong",44,32.1384269657112,0.84483231068146
"1233","random","AGB","clusterStrong",45,28.0787221877694,0.837338475291265
"1234","random","AGB","clusterStrong",46,31.9866272263083,0.863920228452129
"1235","random","AGB","clusterStrong",47,29.192084422807,0.845143131365694
"1236","random","AGB","clusterStrong",48,30.758494568498,0.870966840706302
"1237","random","AGB","clusterStrong",49,24.0639682993953,0.85784418597788
"1238","random","AGB","clusterStrong",50,31.5790988213884,0.83371090049428
"1239","random","AGB","clusterStrong",51,31.2582578645782,0.835957802990836
"1240","random","AGB","clusterStrong",52,24.3498009827236,0.863011762431497
"1241","random","AGB","clusterStrong",53,25.7537055487693,0.882998575677532
"1242","random","AGB","clusterStrong",54,30.1999423636038,0.814645217003178
"1243","random","AGB","clusterStrong",55,29.7219080767832,0.820667405417084
"1244","random","AGB","clusterStrong",56,29.3999666646244,0.766113506252193
"1245","random","AGB","clusterStrong",57,29.3296559528038,0.867453648680197
"1246","random","AGB","clusterStrong",58,25.1682315351678,0.865803051778775
"1247","random","AGB","clusterStrong",59,33.265856008498,0.83778617777906
"1248","random","AGB","clusterStrong",60,22.8393508323031,0.816340673833867
"1249","random","AGB","clusterStrong",61,29.430371297777,0.836783984751793
"1250","random","AGB","clusterStrong",62,29.4127615822571,0.863157498233626
"1251","random","AGB","clusterStrong",63,33.330187407222,0.852992116395003
"1252","random","AGB","clusterStrong",64,32.7849655314981,0.873084104730559
"1253","random","AGB","clusterStrong",65,25.1719304936122,0.889645622545964
"1254","random","AGB","clusterStrong",66,31.6840610367508,0.844787932838766
"1255","random","AGB","clusterStrong",67,28.4350589646693,0.822613446607167
"1256","random","AGB","clusterStrong",68,23.5392470938816,0.879776807406507
"1257","random","AGB","clusterStrong",69,37.6720675180988,0.823022071606255
"1258","random","AGB","clusterStrong",70,30.5782353451015,0.840999563253702
"1259","random","AGB","clusterStrong",71,24.1987571884383,0.82725404385172
"1260","random","AGB","clusterStrong",72,25.3953865731451,0.812924328765962
"1261","random","AGB","clusterStrong",73,29.1138660801261,0.837404095219868
